,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
312,p313,31,"(2000.0, 1732.05)","(500.0, -2598.08)",H19,H4,5000,235
313,p314,31,"(2500.0, 866.03)","(-1500.0, 866.03)",H2,H6,4000,218
314,p315,31,"(-2000.0, 1732.05)","(-1000.0, 3464.1)",H17,H17,1999,140
315,p316,31,"(-4000.0, 0.0)","(500.0, 866.03)",H15,H7,5000,238
316,p317,31,"(2500.0, -2598.08)","(-1000.0, 3464.1)",H10,H17,7000,292
317,p318,31,"(-500.0, -2598.08)","(1000.0, 0.0)",H12,H3,3000,143
318,p319,31,"(3500.0, -866.03)","(3500.0, 866.03)",H10,H9,2000,106
319,p320,31,"(1000.0, 0.0)","(-500.0, 2598.08)",H2,H17,3000,188
320,p321,32,"(-3500.0, 866.03)","(-2000.0, -3464.1)",H15,H13,5000,242
321,p322,32,"(-2000.0, 0.0)","(4000.0, 1732.05)",H15,H8,6999,410
322,p323,32,"(-3500.0, -2598.08)","(-1000.0, 1732.05)",H14,H17,5000,260
323,p324,32,"(1000.0, -1732.05)","(-2000.0, -3464.1)",H3,H13,3999,269
324,p325,32,"(-1000.0, -1732.05)","(-2500.0, 2598.08)",H5,H16,5000,209
325,p326,32,"(-2500.0, 866.03)","(2500.0, 866.03)",H6,H9,5000,218
326,p327,32,"(-2500.0, -2598.08)","(-2000.0, 0.0)",H14,H15,3000,163
327,p328,32,"(-1000.0, 3464.1)","(3500.0, -2598.08)",H18,H10,8000,445
328,p329,32,"(-500.0, -866.03)","(2000.0, 0.0)",H1,H9,3000,178
329,p330,32,"(-500.0, -2598.08)","(-1000.0, 3464.1)",H12,H18,7000,314
330,p331,32,"(-500.0, -2598.08)","(-2000.0, 0.0)",H4,H15,3000,171
331,p332,32,"(1000.0, -1732.05)","(-2000.0, -1732.05)",H4,H5,3000,149
332,p333,32,"(-2000.0, -1732.05)","(3500.0, 866.03)",H5,H8,7000,339
333,p334,32,"(-2500.0, 2598.08)","(1000.0, 3464.1)",H17,H19,3999,212
334,p335,33,"(-500.0, -866.03)","(500.0, 4330.13)",H5,H18,6000,238
335,p336,33,"(-1000.0, 3464.1)","(500.0, -866.03)",H18,H1,5000,261
336,p337,33,"(-500.0, -866.03)","(500.0, 866.03)",H5,H7,2000,105
337,p338,33,"(-1000.0, 1732.05)","(-1000.0, -3464.1)",H17,H12,5999,306
338,p339,33,"(-2000.0, -1732.05)","(3500.0, 2598.08)",H14,H8,8000,426
339,p340,33,"(-1000.0, -1732.05)","(-1000.0, 0.0)",H4,H1,1999,110
340,p341,33,"(-500.0, 2598.08)","(-2500.0, 2598.08)",H18,H17,2000,136
341,p342,33,"(-1500.0, -866.03)","(1000.0, -3464.1)",H5,H12,3999,201
342,p343,33,"(-1000.0, 1732.05)","(500.0, -866.03)",H7,H3,3000,170
343,p344,33,"(1000.0, -1732.05)","(1500.0, 866.03)",H3,H2,3000,203
344,p345,34,"(-4000.0, 0.0)","(500.0, 4330.13)",H15,H18,7000,416
345,p346,34,"(-1000.0, 3464.1)","(2000.0, 1732.05)",H17,H2,3999,221
346,p347,34,"(4000.0, -1732.05)","(-2000.0, -1732.05)",H10,H14,6000,361
347,p348,34,"(-1000.0, -3464.1)","(-3500.0, 866.03)",H12,H15,5000,190
348,p349,34,"(3000.0, 0.0)","(-500.0, -866.03)",H9,H5,4000,243
349,p350,34,"(4000.0, 0.0)","(-2000.0, 1732.05)",H9,H6,6999,274
350,p351,34,"(500.0, 2598.08)","(1500.0, -866.03)",H18,H3,4000,226
351,p352,34,"(3000.0, -1732.05)","(-1000.0, -3464.1)",H10,H13,4999,268
352,p353,34,"(-2000.0, 1732.05)","(-2000.0, 0.0)",H17,H6,1999,135
353,p354,34,"(-1500.0, 2598.08)","(2500.0, 866.03)",H17,H2,4999,244
354,p355,34,"(500.0, -866.03)","(2000.0, -3464.1)",H1,H11,2999,146
355,p356,34,"(-1000.0, 1732.05)","(500.0, 2598.08)",H7,H18,2000,132
356,p357,35,"(500.0, 2598.08)","(-3000.0, -1732.05)",H19,H14,6000,283
357,p358,35,"(-500.0, -2598.08)","(2500.0, -2598.08)",H4,H11,3000,175
358,p359,35,"(500.0, 866.03)","(2000.0, 0.0)",H7,H9,2000,130
359,p360,35,"(-500.0, -866.03)","(1000.0, 0.0)",H1,H2,2000,141
360,p361,36,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H11,2999,145
361,p362,36,"(2000.0, 3464.1)","(-500.0, 2598.08)",H19,H18,2999,187
362,p363,36,"(-2500.0, -866.03)","(2500.0, -866.03)",H15,H9,5000,261
363,p364,36,"(-2000.0, 1732.05)","(500.0, -2598.08)",H6,H11,5000,318
364,p365,36,"(-3500.0, 866.03)","(-2500.0, 2598.08)",H15,H17,1999,128
365,p366,37,"(3500.0, -2598.08)","(-2500.0, -866.03)",H10,H15,6999,309
366,p367,37,"(-1000.0, -0.0)","(2000.0, -1732.05)",H6,H3,3999,212
367,p368,37,"(-3500.0, -2598.08)","(-2000.0, 3464.1)",H14,H17,7000,427
368,p369,37,"(-1000.0, -0.0)","(3500.0, 866.03)",H6,H8,5000,232
369,p370,37,"(500.0, 2598.08)","(3500.0, 866.03)",H7,H9,3999,267
370,p371,37,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H8,1999,125
371,p372,37,"(2000.0, -1732.05)","(-2000.0, -1732.05)",H10,H5,4000,234
372,p373,38,"(-2500.0, -866.03)","(4000.0, -1732.05)",H15,H10,6999,323
373,p374,38,"(1000.0, -1732.05)","(-1500.0, 866.03)",H4,H6,4000,234
374,p375,38,"(500.0, 4330.13)","(-3000.0, 0.0)",H18,H15,6000,326
375,p376,38,"(1000.0, 1732.05)","(1000.0, -1732.05)",H7,H3,3999,213
376,p377,38,"(2000.0, -3464.1)","(1500.0, 866.03)",H11,H2,5000,281
377,p378,38,"(-1500.0, -2598.08)","(2000.0, -0.0)",H13,H2,5000,263
378,p379,38,"(-1500.0, 2598.08)","(2000.0, -0.0)",H17,H2,5000,254
379,p380,38,"(-1500.0, -2598.08)","(1000.0, 0.0)",H13,H3,4000,179
380,p381,38,"(-1000.0, 1732.05)","(-2500.0, -866.03)",H17,H15,3000,135
381,p382,38,"(1500.0, -866.03)","(2000.0, 1732.05)",H3,H19,3000,186
382,p383,38,"(0, -1732.05)","(2500.0, -866.03)",H4,H3,2999,169
383,p384,38,"(-3500.0, -2598.08)","(2000.0, -3464.1)",H14,H11,5999,305
384,p385,38,"(500.0, 4330.13)","(-2000.0, 0.0)",H18,H6,5000,188
385,p386,38,"(-3500.0, 2598.08)","(-1500.0, -866.03)",H16,H5,4000,199
386,p387,38,"(2000.0, -3464.1)","(500.0, -866.03)",H11,H3,2999,186
387,p388,39,"(-1000.0, -1732.05)","(1000.0, 0.0)",H13,H3,2999,159
388,p389,39,"(-500.0, -4330.13)","(-1000.0, 1732.05)",H12,H6,7000,253
389,p390,39,"(-2000.0, -1732.05)","(2000.0, 0.0)",H5,H9,4999,231
390,p391,39,"(1000.0, 3464.1)","(-1500.0, 866.03)",H18,H6,3999,207
391,p392,39,"(-500.0, 4330.13)","(500.0, -2598.08)",H18,H4,8000,371
392,p393,40,"(-2000.0, 1732.05)","(3500.0, -2598.08)",H17,H10,8000,376
393,p394,40,"(2000.0, -0.0)","(1000.0, 1732.05)",H2,H19,1999,113
394,p395,40,"(500.0, -2598.08)","(3500.0, -2598.08)",H4,H10,3000,177
395,p396,40,"(1500.0, -2598.08)","(1000.0, 0.0)",H11,H1,3000,141
396,p397,40,"(3500.0, -2598.08)","(1500.0, -866.03)",H10,H3,2999,216
397,p398,40,"(1000.0, 3464.1)","(1000.0, -3464.1)",H18,H11,7999,496
398,p399,40,"(-2000.0, 0.0)","(4000.0, -1732.05)",H15,H10,6999,401
399,p400,40,"(2500.0, 866.03)","(-1500.0, 866.03)",H2,H6,4000,273
400,p401,40,"(0, 0)","(500.0, -2598.08)",H1,H11,3000,157
401,p402,40,"(-3500.0, -866.03)","(-500.0, 866.03)",H15,H7,4000,222
402,p403,40,"(0, 3464.1)","(3000.0, 1732.05)",H18,H8,3999,232
403,p404,40,"(1000.0, 0.0)","(2500.0, 866.03)",H3,H9,2000,123
404,p405,40,"(0, 1732.05)","(2000.0, 1732.05)",H7,H8,2000,143
405,p406,40,"(-2500.0, 866.03)","(-2500.0, 2598.08)",H16,H17,1999,110
406,p407,40,"(2500.0, -866.03)","(-2500.0, 2598.08)",H10,H17,7000,326
407,p408,40,"(1000.0, -1732.05)","(-500.0, -4330.13)",H11,H12,3000,186
408,p409,40,"(2500.0, 866.03)","(500.0, 2598.08)",H8,H19,2999,204
409,p410,41,"(-1000.0, 0.0)","(3500.0, -2598.08)",H5,H10,6000,293
410,p411,41,"(-500.0, 2598.08)","(1000.0, -3464.1)",H17,H12,7000,347
411,p412,41,"(-2000.0, 0.0)","(-2000.0, 1732.05)",H6,H6,1999,142
412,p413,41,"(-2000.0, 1732.05)","(2500.0, 2598.08)",H16,H19,5000,233
413,p414,41,"(500.0, 866.03)","(2500.0, -2598.08)",H7,H11,4000,197
414,p415,41,"(-2000.0, 0.0)","(2500.0, -2598.08)",H6,H10,6000,329
415,p416,41,"(-1000.0, 0.0)","(500.0, 866.03)",H5,H1,2000,127
416,p417,41,"(-2000.0, 3464.1)","(1000.0, 0.0)",H17,H1,4999,326
417,p418,41,"(-2000.0, 1732.05)","(500.0, 866.03)",H16,H2,2999,167
418,p419,41,"(-1500.0, 866.03)","(500.0, 2598.08)",H6,H19,2999,178
419,p420,41,"(-2000.0, 0.0)","(-2000.0, 1732.05)",H15,H6,1999,119
420,p421,42,"(-500.0, -2598.08)","(-1500.0, 866.03)",H12,H6,4000,262
421,p422,42,"(500.0, 866.03)","(-500.0, 4330.13)",H7,H18,3999,200
422,p423,42,"(2500.0, -866.03)","(2500.0, 866.03)",H3,H2,2000,160
423,p424,42,"(2500.0, -2598.08)","(0, -1732.05)",H11,H4,3000,175
424,p425,42,"(1000.0, 1732.05)","(500.0, -2598.08)",H7,H11,5000,288
425,p426,42,"(1000.0, -3464.1)","(-1000.0, -1732.05)",H11,H4,2999,198
426,p427,42,"(1000.0, -1732.05)","(-2000.0, 1732.05)",H3,H6,4999,246
427,p428,42,"(1500.0, -2598.08)","(-1000.0, 1732.05)",H11,H7,5000,258
428,p429,42,"(-500.0, -2598.08)","(2500.0, -866.03)",H12,H3,3999,279
429,p430,42,"(500.0, -2598.08)","(-1000.0, 3464.1)",H4,H18,7000,353
430,p431,42,"(-2000.0, -1732.05)","(3500.0, 866.03)",H14,H8,7000,374
431,p432,42,"(-2000.0, -1732.05)","(-2000.0, 3464.1)",H5,H17,5999,284
432,p433,43,"(-500.0, -866.03)","(2500.0, 866.03)",H5,H2,4000,201
433,p434,43,"(4000.0, 0.0)","(0, 1732.05)",H9,H7,4999,208
434,p435,43,"(-3500.0, 866.03)","(500.0, -2598.08)",H15,H4,6000,245
435,p436,43,"(0, 3464.1)","(2500.0, -866.03)",H18,H10,5000,247
436,p437,43,"(-1000.0, 0.0)","(-1000.0, -3464.1)",H5,H12,3999,185
437,p438,43,"(500.0, -2598.08)","(-1000.0, -1732.05)",H4,H4,2000,108
438,p439,43,"(3500.0, -866.03)","(-3500.0, 866.03)",H9,H16,8000,384
439,p440,43,"(-1000.0, -0.0)","(2000.0, -3464.1)",H6,H11,4999,307
440,p441,44,"(2500.0, 866.03)","(2500.0, -866.03)",H9,H10,2000,131
441,p442,44,"(-3000.0, 0.0)","(2000.0, 1732.05)",H15,H8,5999,310
442,p443,44,"(0, 3464.1)","(-3000.0, -1732.05)",H18,H14,5999,339
443,p444,44,"(2000.0, -1732.05)","(2000.0, 0.0)",H10,H3,1999,147
444,p445,44,"(1500.0, -2598.08)","(3500.0, 866.03)",H11,H9,4000,241
445,p446,44,"(500.0, 866.03)","(1500.0, -866.03)",H1,H3,2000,118
446,p447,44,"(0, 1732.05)","(-1000.0, 3464.1)",H7,H17,1999,145
447,p448,44,"(1000.0, 3464.1)","(-2500.0, -866.03)",H18,H14,6000,267
448,p449,44,"(2000.0, -0.0)","(-2500.0, 866.03)",H2,H16,5000,326
449,p450,44,"(0, -1732.05)","(3500.0, -866.03)",H4,H9,3999,205
450,p451,45,"(-2000.0, -3464.1)","(500.0, -866.03)",H13,H3,3999,229
451,p452,45,"(-2500.0, 866.03)","(1000.0, -1732.05)",H15,H4,5000,273
452,p453,45,"(-1000.0, -0.0)","(3500.0, -866.03)",H6,H10,5000,339
453,p454,45,"(2500.0, -866.03)","(-500.0, -866.03)",H10,H5,3000,182
454,p455,45,"(-1000.0, -1732.05)","(3500.0, 2598.08)",H5,H8,7000,301
455,p456,45,"(-1000.0, 1732.05)","(2000.0, 0.0)",H17,H9,3999,273
456,p457,45,"(1000.0, 0.0)","(-2000.0, -3464.1)",H1,H13,4999,213
457,p458,46,"(1500.0, -866.03)","(1000.0, 1732.05)",H3,H7,3000,172
458,p459,46,"(500.0, -866.03)","(-3000.0, 0.0)",H4,H15,4000,252
459,p460,46,"(-500.0, -2598.08)","(3500.0, -2598.08)",H12,H10,4000,247
460,p461,46,"(2500.0, -2598.08)","(-2000.0, 3464.1)",H11,H17,8000,506
461,p462,46,"(-4000.0, 0.0)","(-3000.0, -1732.05)",H15,H14,1999,136
462,p463,46,"(-2000.0, 0.0)","(2000.0, -0.0)",H5,H2,4000,190
463,p464,46,"(2000.0, -1732.05)","(-500.0, -866.03)",H11,H4,2999,222
464,p465,46,"(-1000.0, 1732.05)","(-2000.0, -3464.1)",H6,H13,5999,269
465,p466,46,"(2000.0, 1732.05)","(3500.0, -866.03)",H8,H10,3000,204
466,p467,46,"(1000.0, 1732.05)","(-1000.0, 3464.1)",H19,H17,2999,194
467,p468,46,"(0, -1732.05)","(-2500.0, -866.03)",H4,H15,2999,177
468,p469,46,"(2000.0, -0.0)","(1000.0, -3464.1)",H2,H12,3999,250
469,p470,46,"(2000.0, -0.0)","(-500.0, -866.03)",H2,H4,3000,221
470,p471,46,"(4000.0, 0.0)","(-500.0, 4330.13)",H9,H18,7000,420
471,p472,46,"(-1000.0, -3464.1)","(500.0, 2598.08)",H13,H18,7000,374
472,p473,47,"(3500.0, 866.03)","(-2500.0, -866.03)",H9,H5,7000,395
473,p474,47,"(-2000.0, 3464.1)","(-1000.0, 1732.05)",H17,H6,1999,139
474,p475,47,"(500.0, 866.03)","(-2500.0, 2598.08)",H7,H16,3999,195
475,p476,47,"(2000.0, -3464.1)","(500.0, -866.03)",H11,H4,2999,193
476,p477,47,"(-3500.0, -866.03)","(-1000.0, -1732.05)",H15,H13,2999,184
477,p478,47,"(500.0, 866.03)","(2000.0, -3464.1)",H1,H11,5000,284
478,p479,47,"(500.0, -2598.08)","(-3000.0, 1732.05)",H4,H16,6000,310
479,p480,47,"(-2500.0, 866.03)","(-4000.0, -1732.05)",H15,H14,3000,209
480,p481,47,"(500.0, 4330.13)","(1000.0, 1732.05)",H18,H2,3000,218
481,p482,48,"(1000.0, -1732.05)","(-500.0, 4330.13)",H4,H18,7000,384
482,p483,48,"(-2500.0, 2598.08)","(-1000.0, -3464.1)",H16,H12,7000,321
483,p484,48,"(-1000.0, -1732.05)","(2500.0, 866.03)",H5,H9,5000,258
484,p485,48,"(-500.0, 2598.08)","(2000.0, -0.0)",H7,H2,4000,194
485,p486,48,"(-4000.0, 0.0)","(1000.0, 0.0)",H15,H2,5000,285
486,p487,48,"(-500.0, -866.03)","(0, -3464.1)",H5,H12,2999,179
487,p488,49,"(500.0, 2598.08)","(-2000.0, 0.0)",H18,H6,4000,221
488,p489,49,"(-1000.0, 3464.1)","(2000.0, -1732.05)",H17,H3,5999,369
489,p490,49,"(2000.0, 1732.05)","(-500.0, -2598.08)",H19,H12,5000,202
490,p491,49,"(0, -3464.1)","(2500.0, 866.03)",H12,H2,5000,235
491,p492,49,"(-3500.0, 866.03)","(-3000.0, -1732.05)",H16,H14,3000,195
492,p493,49,"(2500.0, -866.03)","(1000.0, -1732.05)",H10,H11,1999,147
493,p494,49,"(-1500.0, 866.03)","(-500.0, -866.03)",H6,H4,2000,125
494,p495,49,"(-1000.0, -3464.1)","(2000.0, -1732.05)",H13,H11,3999,224
495,p496,50,"(3500.0, -866.03)","(500.0, 866.03)",H10,H1,4000,263
496,p497,50,"(1000.0, 0.0)","(-2000.0, -1732.05)",H3,H5,3999,215
497,p498,50,"(3500.0, 2598.08)","(3500.0, -2598.08)",H8,H10,6000,345
498,p499,50,"(2500.0, 866.03)","(-2500.0, -866.03)",H9,H15,6000,295
499,p500,50,"(1000.0, 1732.05)","(-1000.0, 1732.05)",H19,H7,2000,137
500,p501,50,"(1500.0, -866.03)","(4000.0, 0.0)",H3,H9,3000,225
501,p502,50,"(2000.0, -3464.1)","(-2000.0, -1732.05)",H11,H14,4999,224
502,p503,51,"(-2000.0, 3464.1)","(-2000.0, 1732.05)",H17,H16,1999,116
503,p504,51,"(1500.0, -2598.08)","(-500.0, -866.03)",H11,H5,2999,211
504,p505,51,"(4000.0, -1732.05)","(-500.0, 866.03)",H10,H1,6000,357
505,p506,51,"(3500.0, -2598.08)","(-1000.0, 1732.05)",H10,H6,7000,437
506,p507,51,"(-2000.0, -1732.05)","(-1000.0, 1732.05)",H14,H6,3999,255
507,p508,51,"(500.0, 866.03)","(-1000.0, 1732.05)",H1,H6,1999,117
508,p509,51,"(-2500.0, -2598.08)","(1000.0, -1732.05)",H13,H4,4000,274
509,p510,51,"(-3500.0, -866.03)","(500.0, 2598.08)",H14,H19,6000,343
510,p511,51,"(-2500.0, 866.03)","(-500.0, 866.03)",H16,H7,2000,151
511,p512,51,"(-500.0, 4330.13)","(1000.0, 3464.1)",H18,H18,2000,131
512,p513,51,"(2000.0, -1732.05)","(500.0, -2598.08)",H3,H11,2000,152
513,p514,52,"(-1000.0, -3464.1)","(-1000.0, 0.0)",H13,H5,3999,241
514,p515,52,"(-1000.0, -3464.1)","(2000.0, 1732.05)",H13,H2,5999,289
515,p516,52,"(-500.0, 4330.13)","(-2500.0, 866.03)",H18,H16,3999,275
516,p517,52,"(2000.0, -0.0)","(500.0, -866.03)",H2,H4,2000,153
517,p518,52,"(2000.0, 1732.05)","(-1000.0, 1732.05)",H8,H7,3000,194
518,p519,52,"(2500.0, -866.03)","(500.0, -2598.08)",H3,H4,2999,162
519,p520,52,"(-2000.0, -1732.05)","(0, -1732.05)",H5,H4,2000,140
520,p521,52,"(-4000.0, -1732.05)","(2000.0, 1732.05)",H14,H19,7999,374
521,p522,52,"(-500.0, -866.03)","(2000.0, -3464.1)",H5,H11,3999,199
522,p523,52,"(-2000.0, 0.0)","(-1000.0, 1732.05)",H15,H7,1999,156
523,p524,53,"(-1000.0, -1732.05)","(-500.0, 866.03)",H4,H7,3000,198
524,p525,53,"(2000.0, -1732.05)","(2000.0, 0.0)",H3,H9,1999,140
525,p526,53,"(-2500.0, 2598.08)","(3000.0, -1732.05)",H16,H10,8000,456
526,p527,53,"(0, 1732.05)","(3000.0, 0.0)",H7,H9,3999,252
527,p528,53,"(-2000.0, 0.0)","(3000.0, -1732.05)",H15,H10,5999,323
528,p529,53,"(-4000.0, 0.0)","(-3000.0, 1732.05)",H15,H16,1999,149
529,p530,53,"(-500.0, 2598.08)","(-1000.0, -3464.1)",H17,H12,7000,301
530,p531,54,"(-3000.0, 1732.05)","(2500.0, 866.03)",H16,H9,5999,363
531,p532,54,"(-1500.0, 866.03)","(-500.0, -2598.08)",H6,H13,4000,291
532,p533,54,"(0, 0)","(2500.0, 2598.08)",H1,H19,4000,227
533,p534,54,"(1000.0, -1732.05)","(4000.0, 1732.05)",H3,H8,4999,285
534,p535,54,"(3500.0, -866.03)","(-1500.0, 2598.08)",H10,H17,7000,285
535,p536,54,"(4000.0, 1732.05)","(2000.0, -1732.05)",H8,H10,3999,277
536,p537,54,"(-2000.0, 1732.05)","(2500.0, -2598.08)",H17,H10,7000,331
537,p538,54,"(-2500.0, -866.03)","(0, -3464.1)",H14,H12,3999,210
538,p539,54,"(2000.0, 3464.1)","(-2000.0, 0.0)",H19,H15,5999,321
539,p540,54,"(-500.0, -2598.08)","(1000.0, -3464.1)",H13,H12,1999,142
540,p541,54,"(500.0, -4330.13)","(-4000.0, -1732.05)",H12,H14,6000,252
541,p542,54,"(-2000.0, 1732.05)","(-4000.0, 0.0)",H16,H15,2999,152
542,p543,54,"(3500.0, 2598.08)","(1500.0, -866.03)",H8,H3,4000,270
543,p544,55,"(1500.0, -866.03)","(500.0, -2598.08)",H3,H11,1999,149
544,p545,55,"(-1000.0, 0.0)","(500.0, -866.03)",H5,H4,2000,147
545,p546,55,"(-2500.0, 2598.08)","(1500.0, -2598.08)",H16,H11,7000,349
546,p547,55,"(-2500.0, 2598.08)","(-2000.0, 0.0)",H16,H15,3000,197
547,p548,55,"(3500.0, 866.03)","(0, -1732.05)",H9,H4,5000,217
548,p549,55,"(-4000.0, 1732.05)","(-1000.0, 3464.1)",H16,H18,3999,237
549,p550,55,"(500.0, -866.03)","(-2000.0, 1732.05)",H3,H16,4000,225
550,p551,55,"(1000.0, -1732.05)","(3500.0, -866.03)",H4,H9,2999,214
551,p552,55,"(-500.0, 4330.13)","(3500.0, 866.03)",H18,H9,5999,336
552,p553,55,"(-1000.0, 0.0)","(-1000.0, 3464.1)",H1,H18,3999,223
553,p554,55,"(2000.0, 0.0)","(2500.0, 2598.08)",H9,H19,3000,208
554,p555,56,"(2000.0, 1732.05)","(-1000.0, 0.0)",H8,H1,3999,235
555,p556,56,"(-500.0, 866.03)","(1500.0, -2598.08)",H6,H11,4000,204
556,p557,56,"(-3000.0, -1732.05)","(-500.0, 2598.08)",H14,H18,5000,251
557,p558,56,"(-500.0, -866.03)","(1000.0, 0.0)",H4,H2,2000,134
558,p559,56,"(-3500.0, -866.03)","(-2500.0, 866.03)",H14,H16,2000,138
559,p560,56,"(3500.0, -866.03)","(2500.0, -2598.08)",H10,H10,1999,158
560,p561,56,"(-500.0, -866.03)","(1000.0, 3464.1)",H5,H19,5000,275
561,p562,56,"(-2500.0, -866.03)","(1000.0, 0.0)",H5,H2,4000,267
562,p563,56,"(1500.0, 2598.08)","(500.0, -866.03)",H19,H1,4000,253
563,p564,56,"(2500.0, 866.03)","(-3500.0, -2598.08)",H8,H14,8000,435
564,p565,56,"(4000.0, 0.0)","(500.0, 2598.08)",H9,H18,5000,278
565,p566,56,"(500.0, -866.03)","(-3500.0, 866.03)",H4,H15,5000,308
566,p567,56,"(-3500.0, 866.03)","(2000.0, -1732.05)",H16,H10,7000,460
567,p568,57,"(-1000.0, 1732.05)","(1500.0, 2598.08)",H17,H19,3000,172
568,p569,57,"(-1000.0, 0.0)","(-500.0, -2598.08)",H5,H13,3000,163
569,p570,57,"(500.0, -866.03)","(-4000.0, -1732.05)",H1,H14,4999,300
570,p571,57,"(-2500.0, -866.03)","(-500.0, -2598.08)",H14,H13,2999,192
571,p572,57,"(0, 3464.1)","(1000.0, 0.0)",H18,H1,3999,263
572,p573,57,"(-3500.0, 866.03)","(-1000.0, -3464.1)",H16,H13,5000,240
573,p574,57,"(-4000.0, 1732.05)","(1000.0, -1732.05)",H16,H4,6999,372
574,p575,57,"(-2000.0, 0.0)","(-2000.0, 1732.05)",H5,H6,1999,136
575,p576,57,"(-2000.0, 0.0)","(500.0, 2598.08)",H5,H7,4000,216
576,p577,57,"(-4000.0, 1732.05)","(-1000.0, 1732.05)",H16,H17,3000,223
577,p578,57,"(-1000.0, -1732.05)","(-2500.0, -866.03)",H13,H5,1999,130
578,p579,57,"(500.0, 2598.08)","(-2000.0, -3464.1)",H19,H13,7000,364
579,p580,58,"(-2500.0, -866.03)","(1000.0, 1732.05)",H15,H2,5000,295
580,p581,58,"(-2000.0, 1732.05)","(500.0, -866.03)",H17,H1,4000,202
581,p582,58,"(-2500.0, -866.03)","(3500.0, -866.03)",H15,H10,6000,367
582,p583,58,"(2500.0, -2598.08)","(-1000.0, 1732.05)",H11,H6,6000,295
583,p584,58,"(1000.0, -3464.1)","(2500.0, -866.03)",H12,H10,2999,207
584,p585,58,"(500.0, -866.03)","(3500.0, -2598.08)",H3,H10,3999,194
585,p586,58,"(0, 1732.05)","(1000.0, -3464.1)",H7,H11,5999,371
586,p587,58,"(2000.0, 0.0)","(1500.0, -2598.08)",H3,H11,3000,173
587,p588,58,"(1000.0, -3464.1)","(-3000.0, 0.0)",H12,H15,5999,360
588,p589,58,"(-3000.0, -1732.05)","(-1000.0, 3464.1)",H14,H18,5999,296
589,p590,58,"(-500.0, -2598.08)","(1000.0, 3464.1)",H4,H19,7000,386
590,p591,58,"(-500.0, -2598.08)","(3500.0, -2598.08)",H4,H10,4000,262
591,p592,58,"(0, 0)","(-500.0, 2598.08)",H1,H7,3000,170
592,p593,58,"(500.0, -2598.08)","(2000.0, -1732.05)",H12,H10,2000,137
593,p594,58,"(0, 0)","(4000.0, -1732.05)",H1,H10,4999,232
594,p595,58,"(500.0, -2598.08)","(-2000.0, 3464.1)",H11,H17,7000,432
595,p596,58,"(2500.0, -866.03)","(2500.0, 866.03)",H10,H8,2000,168
596,p597,58,"(1000.0, -1732.05)","(-4000.0, 0.0)",H3,H15,5999,282
597,p598,59,"(-500.0, 2598.08)","(3500.0, 2598.08)",H7,H8,4000,270
598,p599,59,"(1000.0, 1732.05)","(-3500.0, 866.03)",H2,H16,4999,254
599,p600,59,"(2000.0, 1732.05)","(-500.0, 866.03)",H2,H1,2999,199
600,p601,59,"(1000.0, 0.0)","(1000.0, 1732.05)",H1,H7,1999,136
601,p602,59,"(-3500.0, -866.03)","(500.0, 866.03)",H15,H7,5000,278
602,p603,59,"(-1000.0, -3464.1)","(1500.0, 866.03)",H13,H2,5000,272
603,p604,60,"(-500.0, 866.03)","(-2000.0, -3464.1)",H6,H13,5000,288
604,p605,60,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H5,3000,229
605,p606,60,"(-2000.0, 0.0)","(1000.0, -1732.05)",H6,H3,3999,223
606,p607,60,"(-2500.0, -866.03)","(-500.0, 4330.13)",H14,H18,6000,240
607,p608,60,"(-1000.0, -3464.1)","(1500.0, -866.03)",H13,H3,3999,216
608,p609,60,"(2500.0, -2598.08)","(0, 3464.1)",H10,H18,7000,405
609,p610,60,"(-500.0, 2598.08)","(1000.0, -1732.05)",H17,H11,5000,261
610,p611,60,"(500.0, -866.03)","(2000.0, 0.0)",H3,H3,2000,148
611,p612,60,"(-2500.0, -866.03)","(1000.0, -3464.1)",H15,H12,4999,339
612,p613,60,"(-4000.0, -1732.05)","(-500.0, 866.03)",H14,H6,5000,273
613,p614,61,"(-3500.0, -866.03)","(500.0, 2598.08)",H15,H7,6000,377
614,p615,61,"(3500.0, 2598.08)","(-1000.0, 1732.05)",H8,H6,5000,313
615,p616,61,"(2000.0, -1732.05)","(500.0, 866.03)",H10,H1,3000,212
616,p617,61,"(2500.0, 866.03)","(-3500.0, 866.03)",H8,H15,6000,356
617,p618,61,"(500.0, -4330.13)","(-2000.0, -1732.05)",H12,H13,4000,219
618,p619,61,"(-2000.0, 1732.05)","(-1000.0, -3464.1)",H6,H13,5999,396
619,p620,61,"(0, 0)","(-500.0, 4330.13)",H1,H18,5000,295
620,p621,61,"(-2000.0, 1732.05)","(2500.0, -2598.08)",H16,H11,7000,355
621,p622,61,"(2500.0, 866.03)","(500.0, 866.03)",H9,H1,2000,171
622,p623,61,"(0, 1732.05)","(2500.0, -2598.08)",H7,H10,5000,268
623,p624,61,"(-500.0, -2598.08)","(-500.0, 866.03)",H13,H7,4000,256
624,p625,62,"(-3500.0, -2598.08)","(-2000.0, 3464.1)",H14,H17,7000,368
625,p626,62,"(1000.0, 3464.1)","(-3500.0, 2598.08)",H19,H16,4999,233
