,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
324,p325,66,"(-500.0, 866.03)","(4000.0, -1732.05)",H1,H10,6000,365
325,p326,66,"(500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,363
326,p327,66,"(500.0, -866.03)","(500.0, 2598.08)",H1,H19,4000,292
327,p328,67,"(-1000.0, 0.0)","(1000.0, 0.0)",H1,H3,2000,158
328,p329,67,"(0, 0)","(-2500.0, -866.03)",H1,H5,3000,181
329,p330,67,"(-1000.0, 0.0)","(-2000.0, -1732.05)",H1,H13,1999,175
330,p331,67,"(500.0, -866.03)","(2000.0, 0.0)",H1,H3,2000,162
331,p332,68,"(0, 0)","(1000.0, 3464.1)",H1,H18,3999,243
332,p333,69,"(1000.0, 0.0)","(-4000.0, 1732.05)",H1,H16,5999,267
333,p334,69,"(-1000.0, 0.0)","(2000.0, -1732.05)",H1,H10,3999,301
334,p335,69,"(500.0, -866.03)","(3500.0, -866.03)",H1,H10,3000,206
335,p336,69,"(0, 0)","(-2000.0, -3464.1)",H1,H13,3999,288
336,p337,69,"(500.0, -866.03)","(-3500.0, 866.03)",H1,H15,5000,363
337,p338,70,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H10,1999,152
338,p339,70,"(-500.0, -866.03)","(-500.0, 2598.08)",H1,H18,4000,274
339,p340,70,"(-500.0, -866.03)","(2000.0, 0.0)",H1,H3,3000,248
340,p341,70,"(-500.0, 866.03)","(500.0, 2598.08)",H1,H18,1999,155
341,p342,70,"(0, 0)","(-1500.0, -866.03)",H1,H5,2000,184
342,p343,71,"(-500.0, -866.03)","(-3500.0, -2598.08)",H1,H14,3999,267
343,p344,71,"(500.0, 866.03)","(500.0, -2598.08)",H1,H12,4000,215
344,p345,71,"(0, 0)","(-1000.0, 3464.1)",H1,H18,3999,282
345,p346,71,"(-500.0, -866.03)","(2000.0, -0.0)",H1,H2,3000,203
346,p347,71,"(0, 0)","(-2500.0, 866.03)",H1,H15,3000,217
347,p348,71,"(-500.0, -866.03)","(500.0, 4330.13)",H1,H18,6000,334
348,p349,72,"(1000.0, 0.0)","(-2500.0, 866.03)",H1,H6,4000,225
349,p350,72,"(1000.0, 0.0)","(-1000.0, -1732.05)",H1,H13,2999,181
350,p351,72,"(-500.0, -866.03)","(2000.0, 3464.1)",H1,H19,5000,309
351,p352,72,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H15,3000,198
352,p353,73,"(-500.0, 866.03)","(-1500.0, -866.03)",H1,H5,2000,175
353,p354,73,"(1000.0, 0.0)","(-2500.0, -2598.08)",H1,H13,5000,301
354,p355,73,"(-1000.0, 0.0)","(1000.0, -3464.1)",H1,H11,3999,258
355,p356,73,"(-1000.0, 0.0)","(500.0, 866.03)",H1,H7,2000,163
356,p357,74,"(-500.0, 866.03)","(2000.0, 0.0)",H1,H9,3000,248
357,p358,74,"(-500.0, 866.03)","(-2000.0, 3464.1)",H1,H17,2999,214
358,p359,74,"(-1000.0, 0.0)","(-3500.0, 866.03)",H1,H15,3000,231
359,p360,74,"(500.0, -866.03)","(500.0, 866.03)",H1,H7,2000,162
360,p361,74,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H8,1999,154
361,p362,74,"(1000.0, 0.0)","(-500.0, 4330.13)",H1,H18,5000,317
362,p363,74,"(500.0, -866.03)","(2500.0, 2598.08)",H1,H19,4000,235
363,p364,74,"(1000.0, 0.0)","(-1000.0, 1732.05)",H1,H6,2999,233
364,p365,75,"(-500.0, 866.03)","(-500.0, -2598.08)",H1,H12,4000,276
365,p366,75,"(-1000.0, 0.0)","(-3500.0, 866.03)",H1,H15,3000,207
366,p367,76,"(-500.0, -866.03)","(-2000.0, 3464.1)",H1,H17,5000,265
367,p368,76,"(500.0, 866.03)","(-1000.0, -0.0)",H1,H6,2000,148
368,p369,76,"(1000.0, 0.0)","(3000.0, 0.0)",H1,H9,2000,193
369,p370,76,"(0, 0)","(2000.0, -1732.05)",H1,H3,2999,222
370,p371,77,"(-1000.0, 0.0)","(-1000.0, -3464.1)",H1,H13,3999,216
371,p372,77,"(1000.0, 0.0)","(500.0, 2598.08)",H1,H19,3000,168
372,p373,77,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H3,2999,170
373,p374,77,"(-500.0, 866.03)","(2000.0, 1732.05)",H1,H8,2999,203
374,p375,77,"(0, 0)","(1500.0, 866.03)",H1,H2,2000,138
375,p376,77,"(500.0, -866.03)","(-3000.0, 1732.05)",H1,H16,5000,353
376,p377,77,"(500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,248
377,p378,78,"(500.0, 866.03)","(-2000.0, 3464.1)",H1,H17,3999,215
378,p379,78,"(500.0, -866.03)","(-3000.0, 1732.05)",H1,H16,5000,255
379,p380,78,"(1000.0, 0.0)","(-1500.0, -2598.08)",H1,H13,4000,289
380,p381,78,"(-500.0, 866.03)","(4000.0, -1732.05)",H1,H10,6000,366
381,p382,78,"(1000.0, 0.0)","(4000.0, 1732.05)",H1,H8,3999,227
382,p383,78,"(-1000.0, 0.0)","(-1000.0, -3464.1)",H1,H13,3999,251
383,p384,78,"(0, 0)","(1500.0, 866.03)",H1,H2,2000,173
384,p385,78,"(-1000.0, 0.0)","(4000.0, 1732.05)",H1,H8,5999,320
385,p386,79,"(500.0, 866.03)","(2500.0, 866.03)",H1,H9,2000,173
386,p387,79,"(500.0, -866.03)","(2500.0, -2598.08)",H1,H10,2999,217
387,p388,79,"(1000.0, 0.0)","(500.0, -2598.08)",H1,H4,3000,230
388,p389,79,"(500.0, 866.03)","(-500.0, -2598.08)",H1,H13,4000,271
389,p390,79,"(0, 0)","(500.0, 2598.08)",H1,H19,3000,196
390,p391,80,"(0, 0)","(2500.0, 866.03)",H1,H9,3000,189
391,p392,80,"(-500.0, -866.03)","(1000.0, 1732.05)",H1,H7,3000,220
392,p393,80,"(500.0, -866.03)","(2500.0, -866.03)",H1,H9,2000,174
393,p394,80,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H2,1999,186
394,p395,80,"(500.0, -866.03)","(-1000.0, -1732.05)",H1,H13,1999,152
395,p396,80,"(-1000.0, 0.0)","(500.0, -2598.08)",H1,H11,3000,170
396,p397,80,"(-500.0, 866.03)","(-1500.0, -866.03)",H1,H5,2000,166
397,p398,80,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H10,2999,224
398,p399,80,"(-500.0, -866.03)","(-500.0, 866.03)",H1,H1,2000,155
399,p400,80,"(1000.0, 0.0)","(-3500.0, 2598.08)",H1,H16,6000,321
400,p401,80,"(-500.0, 866.03)","(2500.0, 2598.08)",H1,H19,3999,263
401,p402,80,"(500.0, -866.03)","(500.0, 866.03)",H1,H7,2000,164
402,p403,81,"(1000.0, 0.0)","(-1000.0, 1732.05)",H1,H6,2999,212
403,p404,81,"(0, 0)","(3500.0, -866.03)",H1,H10,4000,290
404,p405,81,"(-1000.0, 0.0)","(-3500.0, 2598.08)",H1,H16,4000,314
405,p406,82,"(-500.0, 866.03)","(500.0, -2598.08)",H1,H11,4000,255
406,p407,82,"(1000.0, 0.0)","(-2000.0, 1732.05)",H1,H16,3999,262
407,p408,83,"(500.0, -866.03)","(-2000.0, -1732.05)",H1,H5,2999,225
408,p409,83,"(1000.0, 0.0)","(-3000.0, 0.0)",H1,H15,4000,263
409,p410,83,"(500.0, -866.03)","(4000.0, -1732.05)",H1,H10,3999,263
410,p411,83,"(-500.0, 866.03)","(-500.0, -866.03)",H1,H1,2000,176
411,p412,84,"(500.0, -866.03)","(-2000.0, 1732.05)",H1,H16,4000,254
412,p413,84,"(0, 0)","(-3000.0, 1732.05)",H1,H16,3999,249
413,p414,84,"(-1000.0, 0.0)","(1000.0, -1732.05)",H1,H4,2999,188
414,p415,84,"(-1000.0, 0.0)","(-3500.0, -2598.08)",H1,H14,4000,224
415,p416,84,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H12,3000,255
416,p417,84,"(1000.0, 0.0)","(-2500.0, -2598.08)",H1,H13,5000,321
417,p418,85,"(1000.0, 0.0)","(3500.0, 866.03)",H1,H9,3000,238
418,p419,85,"(-1000.0, 0.0)","(-1000.0, -3464.1)",H1,H13,3999,277
419,p420,85,"(-500.0, -866.03)","(0, 1732.05)",H1,H7,3000,198
420,p421,85,"(500.0, -866.03)","(1500.0, 866.03)",H1,H2,2000,163
421,p422,85,"(500.0, -866.03)","(-1000.0, -1732.05)",H1,H4,1999,185
422,p423,85,"(0, 0)","(-500.0, -2598.08)",H1,H12,3000,210
423,p424,86,"(-500.0, 866.03)","(-3500.0, 866.03)",H1,H15,3000,241
424,p425,86,"(500.0, -866.03)","(500.0, 866.03)",H1,H7,2000,191
425,p426,86,"(-500.0, 866.03)","(-1000.0, 3464.1)",H1,H17,2999,214
426,p427,87,"(1000.0, 0.0)","(500.0, 4330.13)",H1,H18,5000,306
427,p428,87,"(-500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,351
428,p429,87,"(500.0, 866.03)","(1000.0, 3464.1)",H1,H19,2999,231
429,p430,87,"(500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,273
430,p431,87,"(500.0, 866.03)","(-1000.0, -1732.05)",H1,H4,3000,235
431,p432,87,"(1000.0, 0.0)","(2500.0, -866.03)",H1,H10,2000,170
432,p433,88,"(0, 0)","(-500.0, 2598.08)",H1,H7,3000,216
433,p434,88,"(500.0, -866.03)","(-2500.0, 2598.08)",H1,H16,5000,325
434,p435,88,"(-500.0, 866.03)","(2000.0, -1732.05)",H1,H3,4000,227
435,p436,88,"(1000.0, 0.0)","(-3000.0, 0.0)",H1,H15,4000,319
436,p437,89,"(1000.0, 0.0)","(-1000.0, 3464.1)",H1,H18,3999,271
437,p438,89,"(-500.0, 866.03)","(500.0, -2598.08)",H1,H11,4000,266
438,p439,89,"(-500.0, 866.03)","(-3000.0, 0.0)",H1,H15,3000,253
439,p440,89,"(500.0, 866.03)","(3000.0, 1732.05)",H1,H8,2999,217
440,p441,89,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H1,H4,1999,185
441,p442,89,"(-1000.0, 0.0)","(2000.0, 3464.1)",H1,H19,4999,341
442,p443,89,"(0, 0)","(-500.0, -4330.13)",H1,H12,5000,311
443,p444,89,"(1000.0, 0.0)","(-2000.0, 3464.1)",H1,H17,4999,287
444,p445,89,"(-1000.0, 0.0)","(-2500.0, 2598.08)",H1,H17,3000,224
445,p446,89,"(1000.0, 0.0)","(1000.0, 1732.05)",H1,H19,1999,179
446,p447,90,"(-500.0, -866.03)","(-1000.0, 3464.1)",H1,H18,5000,339
447,p448,90,"(-500.0, 866.03)","(2500.0, -2598.08)",H1,H10,5000,312
448,p449,90,"(0, 0)","(1000.0, -1732.05)",H1,H11,1999,175
449,p450,90,"(500.0, 866.03)","(500.0, 2598.08)",H1,H19,1999,206
450,p451,90,"(500.0, 866.03)","(-500.0, -2598.08)",H1,H4,4000,327
451,p452,90,"(500.0, -866.03)","(0, -3464.1)",H1,H12,2999,211
452,p453,90,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H7,1999,189
453,p454,90,"(-500.0, -866.03)","(-1000.0, 1732.05)",H1,H17,3000,234
454,p455,90,"(-500.0, 866.03)","(-3500.0, 866.03)",H1,H16,3000,218
455,p456,91,"(1000.0, 0.0)","(1500.0, 2598.08)",H1,H19,3000,235
456,p457,91,"(500.0, -866.03)","(-1000.0, -0.0)",H1,H6,2000,207
457,p458,91,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H19,1999,162
458,p459,91,"(-500.0, 866.03)","(1500.0, 866.03)",H1,H2,2000,185
459,p460,91,"(0, 0)","(2000.0, -1732.05)",H1,H10,2999,253
460,p461,92,"(-500.0, 866.03)","(2000.0, -0.0)",H1,H2,3000,252
461,p462,92,"(-500.0, 866.03)","(-1000.0, 3464.1)",H1,H18,2999,225
462,p463,92,"(0, 0)","(3500.0, -866.03)",H1,H9,4000,241
463,p464,92,"(-500.0, -866.03)","(-2500.0, 866.03)",H1,H16,3000,218
464,p465,93,"(1000.0, 0.0)","(-2500.0, -866.03)",H1,H5,4000,270
465,p466,93,"(-500.0, 866.03)","(500.0, -2598.08)",H1,H12,4000,251
466,p467,93,"(-1000.0, 0.0)","(500.0, -866.03)",H1,H1,2000,195
467,p468,93,"(0, 0)","(-1000.0, 1732.05)",H1,H17,1999,196
468,p469,93,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H3,1999,187
469,p470,93,"(500.0, 866.03)","(-3500.0, -866.03)",H1,H14,5000,375
470,p471,94,"(0, 0)","(-500.0, -2598.08)",H1,H4,3000,216
471,p472,94,"(500.0, -866.03)","(-4000.0, 0.0)",H1,H15,5000,265
472,p473,94,"(0, 0)","(2000.0, 3464.1)",H1,H19,3999,252
473,p474,94,"(-500.0, 866.03)","(-2000.0, -1732.05)",H1,H14,3000,211
474,p475,94,"(-500.0, -866.03)","(1000.0, -1732.05)",H1,H4,1999,193
475,p476,95,"(500.0, 866.03)","(-3500.0, 866.03)",H1,H15,4000,263
476,p477,95,"(500.0, -866.03)","(-1000.0, -1732.05)",H1,H13,1999,213
477,p478,95,"(0, 0)","(-2500.0, 2598.08)",H1,H16,4000,246
478,p479,95,"(-1000.0, 0.0)","(3500.0, -866.03)",H1,H9,5000,329
479,p480,95,"(-1000.0, 0.0)","(500.0, 4330.13)",H1,H18,5000,353
480,p481,95,"(500.0, 866.03)","(2500.0, 866.03)",H1,H8,2000,172
481,p482,95,"(0, 0)","(1500.0, 2598.08)",H1,H19,3000,209
482,p483,95,"(500.0, 866.03)","(-1000.0, 3464.1)",H1,H18,2999,211
483,p484,96,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H12,3000,254
484,p485,96,"(1000.0, 0.0)","(-500.0, -866.03)",H1,H1,2000,172
485,p486,96,"(1000.0, 0.0)","(1000.0, 3464.1)",H1,H19,3999,309
486,p487,96,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H1,H4,1999,188
487,p488,96,"(0, 0)","(-1000.0, -1732.05)",H1,H4,1999,191
488,p489,97,"(-500.0, -866.03)","(2500.0, 2598.08)",H1,H8,5000,340
489,p490,97,"(500.0, -866.03)","(3500.0, -866.03)",H1,H10,3000,271
490,p491,97,"(-500.0, 866.03)","(-2000.0, 3464.1)",H1,H17,2999,226
491,p492,97,"(500.0, 866.03)","(1000.0, -1732.05)",H1,H3,3000,237
492,p493,97,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,3000,243
493,p494,97,"(0, 0)","(1000.0, -3464.1)",H1,H12,3999,275
494,p495,97,"(1000.0, 0.0)","(-4000.0, -1732.05)",H1,H14,5999,453
495,p496,97,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H6,2000,187
496,p497,97,"(-500.0, -866.03)","(1500.0, -866.03)",H1,H3,2000,185
497,p498,98,"(-500.0, 866.03)","(3500.0, 866.03)",H1,H8,4000,290
498,p499,98,"(1000.0, 0.0)","(-1500.0, 866.03)",H1,H6,3000,219
499,p500,98,"(-500.0, -866.03)","(-1000.0, 1732.05)",H1,H17,3000,240
500,p501,98,"(-500.0, -866.03)","(2000.0, 0.0)",H1,H9,3000,271
501,p502,98,"(1000.0, 0.0)","(-3000.0, 1732.05)",H1,H16,4999,383
502,p503,98,"(500.0, 866.03)","(500.0, 2598.08)",H1,H18,1999,189
503,p504,98,"(500.0, 866.03)","(2000.0, 3464.1)",H1,H19,2999,258
504,p505,98,"(500.0, 866.03)","(3000.0, -1732.05)",H1,H10,4000,223
505,p506,98,"(-500.0, 866.03)","(1000.0, -3464.1)",H1,H12,5000,380
506,p507,98,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H12,3000,201
507,p508,98,"(500.0, 866.03)","(1000.0, 3464.1)",H1,H19,2999,237
508,p509,98,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H13,4000,259
509,p510,99,"(-500.0, -866.03)","(-2000.0, 0.0)",H1,H5,2000,183
510,p511,99,"(0, 0)","(3500.0, -866.03)",H1,H9,4000,291
511,p512,99,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H8,4000,337
512,p513,99,"(-1000.0, 0.0)","(4000.0, 0.0)",H1,H9,5000,291
513,p514,99,"(0, 0)","(-1000.0, 1732.05)",H1,H17,1999,196
514,p515,99,"(1000.0, 0.0)","(2000.0, -1732.05)",H1,H10,1999,204
515,p516,99,"(-500.0, -866.03)","(-2000.0, 1732.05)",H1,H17,3000,227
516,p517,100,"(500.0, -866.03)","(2000.0, 0.0)",H1,H9,2000,179
517,p518,100,"(500.0, 866.03)","(2500.0, -866.03)",H1,H10,3000,256
518,p519,101,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H1,2000,166
519,p520,101,"(0, 0)","(-500.0, -2598.08)",H1,H13,3000,215
520,p521,101,"(-500.0, 866.03)","(2500.0, -866.03)",H1,H9,4000,288
521,p522,102,"(-500.0, 866.03)","(-500.0, -2598.08)",H1,H13,4000,255
522,p523,102,"(-500.0, 866.03)","(-2000.0, 0.0)",H1,H6,2000,162
523,p524,102,"(-500.0, -866.03)","(2000.0, -3464.1)",H1,H11,3999,274
524,p525,102,"(-500.0, -866.03)","(-3500.0, 866.03)",H1,H15,4000,248
525,p526,102,"(0, 0)","(-1500.0, -2598.08)",H1,H13,3000,262
526,p527,102,"(-500.0, 866.03)","(2000.0, 0.0)",H1,H9,3000,230
527,p528,103,"(-500.0, 866.03)","(500.0, -866.03)",H1,H4,2000,219
528,p529,103,"(500.0, -866.03)","(500.0, 866.03)",H1,H7,2000,206
529,p530,104,"(500.0, -866.03)","(-1000.0, -0.0)",H1,H6,2000,178
530,p531,104,"(-1000.0, 0.0)","(2000.0, 0.0)",H1,H9,3000,248
531,p532,104,"(1000.0, 0.0)","(1000.0, -1732.05)",H1,H3,1999,191
532,p533,104,"(0, 0)","(0, 3464.1)",H1,H18,3999,280
533,p534,105,"(-1000.0, 0.0)","(3500.0, 2598.08)",H1,H8,6000,375
534,p535,105,"(500.0, -866.03)","(1000.0, 1732.05)",H1,H19,3000,242
535,p536,105,"(-500.0, -866.03)","(500.0, 866.03)",H1,H7,2000,217
536,p537,106,"(-1000.0, 0.0)","(-2500.0, 866.03)",H1,H15,2000,187
537,p538,106,"(-500.0, 866.03)","(-1000.0, 3464.1)",H1,H17,2999,246
538,p539,106,"(-500.0, 866.03)","(-1000.0, -1732.05)",H1,H5,3000,236
539,p540,107,"(500.0, 866.03)","(0, -1732.05)",H1,H4,3000,233
540,p541,107,"(-500.0, 866.03)","(2500.0, -2598.08)",H1,H11,5000,338
541,p542,107,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H11,1999,202
542,p543,108,"(500.0, -866.03)","(3500.0, -2598.08)",H1,H10,3999,271
543,p544,108,"(-1000.0, 0.0)","(-2000.0, 1732.05)",H1,H17,1999,192
544,p545,108,"(500.0, 866.03)","(0, -1732.05)",H1,H4,3000,259
545,p546,108,"(-1000.0, 0.0)","(-2500.0, 866.03)",H1,H6,2000,214
546,p547,108,"(-500.0, -866.03)","(2000.0, -0.0)",H1,H2,3000,283
547,p548,108,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H3,2999,281
548,p549,109,"(-500.0, -866.03)","(-500.0, -4330.13)",H1,H12,3999,318
549,p550,109,"(-500.0, 866.03)","(3500.0, -866.03)",H1,H9,5000,310
550,p551,110,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H2,4000,300
551,p552,110,"(-500.0, 866.03)","(1000.0, 3464.1)",H1,H18,2999,209
552,p553,111,"(0, 0)","(-1000.0, -3464.1)",H1,H13,3999,257
553,p554,111,"(500.0, 866.03)","(-1000.0, -3464.1)",H1,H13,5000,342
554,p555,111,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H7,1999,227
555,p556,112,"(500.0, -866.03)","(-2500.0, 866.03)",H1,H16,4000,277
556,p557,112,"(500.0, -866.03)","(2500.0, 2598.08)",H1,H19,4000,273
557,p558,112,"(500.0, -866.03)","(2500.0, -866.03)",H1,H3,2000,207
558,p559,112,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H7,1999,222
559,p560,112,"(-500.0, -866.03)","(-3500.0, 2598.08)",H1,H16,5000,289
560,p561,112,"(-500.0, 866.03)","(2500.0, 2598.08)",H1,H19,3999,280
561,p562,112,"(500.0, 866.03)","(-2500.0, -866.03)",H1,H15,4000,290
562,p563,113,"(500.0, -866.03)","(2500.0, -2598.08)",H1,H10,2999,222
563,p564,113,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H6,1999,179
564,p565,113,"(0, 0)","(-500.0, 2598.08)",H1,H18,3000,228
565,p566,113,"(1000.0, 0.0)","(-3500.0, 866.03)",H1,H16,5000,353
566,p567,113,"(-1000.0, 0.0)","(2500.0, 866.03)",H1,H2,4000,329
567,p568,113,"(500.0, -866.03)","(-2000.0, 0.0)",H1,H6,3000,251
568,p569,113,"(500.0, -866.03)","(-500.0, 2598.08)",H1,H17,4000,238
569,p570,113,"(500.0, -866.03)","(-3500.0, -2598.08)",H1,H14,4999,389
570,p571,113,"(1000.0, 0.0)","(-2000.0, -1732.05)",H1,H13,3999,310
571,p572,113,"(-500.0, -866.03)","(-2500.0, -2598.08)",H1,H14,2999,238
572,p573,114,"(-1000.0, 0.0)","(2000.0, -0.0)",H1,H2,3000,222
573,p574,114,"(500.0, -866.03)","(-500.0, -2598.08)",H1,H13,1999,223
574,p575,114,"(500.0, -866.03)","(-2000.0, 0.0)",H1,H6,3000,283
575,p576,114,"(500.0, -866.03)","(-1000.0, 0.0)",H1,H1,2000,230
576,p577,114,"(500.0, -866.03)","(1500.0, 2598.08)",H1,H19,4000,280
577,p578,114,"(500.0, 866.03)","(1000.0, -3464.1)",H1,H12,5000,300
578,p579,114,"(1000.0, 0.0)","(-4000.0, 0.0)",H1,H15,5000,360
579,p580,114,"(1000.0, 0.0)","(-1000.0, 3464.1)",H1,H17,3999,268
580,p581,114,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H5,4000,338
581,p582,114,"(-500.0, 866.03)","(-3500.0, -866.03)",H1,H14,4000,333
582,p583,115,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H10,1999,190
583,p584,115,"(500.0, 866.03)","(3500.0, -866.03)",H1,H10,4000,348
584,p585,115,"(-500.0, -866.03)","(1000.0, 1732.05)",H1,H7,3000,238
585,p586,115,"(-1000.0, 0.0)","(1000.0, 3464.1)",H1,H18,3999,271
586,p587,115,"(-500.0, -866.03)","(-2000.0, 0.0)",H1,H6,2000,193
587,p588,116,"(500.0, -866.03)","(-500.0, -4330.13)",H1,H12,3999,320
588,p589,116,"(1000.0, 0.0)","(-2000.0, 3464.1)",H1,H17,4999,362
589,p590,117,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H7,2000,192
590,p591,117,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H19,3000,288
591,p592,117,"(-500.0, 866.03)","(1000.0, -3464.1)",H1,H11,5000,333
592,p593,117,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H14,3000,263
593,p594,117,"(500.0, -866.03)","(2500.0, 866.03)",H1,H8,3000,258
594,p595,118,"(-1000.0, 0.0)","(500.0, 866.03)",H1,H2,2000,216
595,p596,118,"(500.0, 866.03)","(2500.0, -866.03)",H1,H9,3000,278
596,p597,118,"(1000.0, 0.0)","(3500.0, -2598.08)",H1,H10,4000,308
597,p598,119,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H4,3000,257
598,p599,119,"(500.0, 866.03)","(-2500.0, -866.03)",H1,H14,4000,275
599,p600,119,"(0, 0)","(3500.0, 866.03)",H1,H9,4000,306
600,p601,119,"(-500.0, -866.03)","(-2500.0, -866.03)",H1,H15,2000,231
601,p602,119,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H6,2000,206
602,p603,120,"(500.0, 866.03)","(-2500.0, 866.03)",H1,H15,3000,278
603,p604,120,"(1000.0, 0.0)","(2500.0, -2598.08)",H1,H10,3000,257
604,p605,120,"(0, 0)","(2000.0, 1732.05)",H1,H19,2999,282
605,p606,121,"(1000.0, 0.0)","(2500.0, -2598.08)",H1,H11,3000,270
606,p607,121,"(-500.0, 866.03)","(-2000.0, 1732.05)",H1,H17,1999,230
607,p608,121,"(500.0, 866.03)","(1000.0, 3464.1)",H1,H19,2999,263
608,p609,121,"(500.0, -866.03)","(2000.0, -3464.1)",H1,H11,2999,233
609,p610,121,"(500.0, -866.03)","(500.0, 2598.08)",H1,H19,4000,292
610,p611,122,"(500.0, 866.03)","(-500.0, 2598.08)",H1,H17,1999,206
611,p612,122,"(-500.0, -866.03)","(-3500.0, -866.03)",H1,H14,3000,245
612,p613,123,"(-500.0, 866.03)","(-2500.0, 866.03)",H1,H15,2000,201
613,p614,124,"(1000.0, 0.0)","(1000.0, -1732.05)",H1,H3,1999,202
614,p615,124,"(-1000.0, 0.0)","(0, -1732.05)",H1,H4,1999,210
615,p616,124,"(500.0, -866.03)","(-1500.0, -2598.08)",H1,H13,2999,239
616,p617,124,"(0, 0)","(500.0, -2598.08)",H1,H11,3000,238
617,p618,124,"(0, 0)","(2500.0, -866.03)",H1,H3,3000,229
618,p619,124,"(-500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,415
619,p620,125,"(-500.0, 866.03)","(2500.0, -866.03)",H1,H3,4000,269
620,p621,126,"(-500.0, -866.03)","(4000.0, 1732.05)",H1,H8,6000,475
621,p622,126,"(1000.0, 0.0)","(-1500.0, -866.03)",H1,H5,3000,241
622,p623,126,"(500.0, -866.03)","(-3000.0, 0.0)",H1,H15,4000,260
623,p624,126,"(-500.0, 866.03)","(1000.0, -1732.05)",H1,H11,3000,288
624,p625,126,"(-1000.0, 0.0)","(-4000.0, 1732.05)",H1,H16,3999,268
625,p626,126,"(0, 0)","(3500.0, -866.03)",H1,H9,4000,304
626,p627,126,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H8,4000,357
627,p628,127,"(500.0, 866.03)","(0, -1732.05)",H1,H4,3000,271
628,p629,127,"(1000.0, 0.0)","(-1000.0, -0.0)",H1,H6,2000,241
629,p630,127,"(0, 0)","(-1500.0, 866.03)",H1,H6,2000,240
630,p631,128,"(500.0, 866.03)","(2500.0, -866.03)",H1,H3,3000,279
631,p632,128,"(500.0, -866.03)","(1500.0, -2598.08)",H1,H11,1999,229
632,p633,128,"(0, 0)","(500.0, 4330.13)",H1,H18,5000,338
633,p634,129,"(500.0, -866.03)","(0, 1732.05)",H1,H7,3000,269
634,p635,129,"(0, 0)","(-2500.0, 866.03)",H1,H16,3000,282
635,p636,129,"(500.0, 866.03)","(500.0, -866.03)",H1,H1,2000,242
636,p637,129,"(-500.0, 866.03)","(2500.0, 866.03)",H1,H2,3000,286
637,p638,130,"(500.0, 866.03)","(-1000.0, -0.0)",H1,H6,2000,210
638,p639,130,"(500.0, 866.03)","(-1000.0, -3464.1)",H1,H12,5000,346
639,p640,130,"(0, 0)","(-500.0, -2598.08)",H1,H4,3000,295
640,p641,130,"(-500.0, -866.03)","(-2000.0, 1732.05)",H1,H16,3000,290
641,p642,130,"(500.0, -866.03)","(-2500.0, 2598.08)",H1,H17,5000,328
642,p643,130,"(-500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,343
643,p644,130,"(-500.0, 866.03)","(1000.0, 0.0)",H1,H2,2000,194
644,p645,131,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,3000,273
645,p646,131,"(500.0, -866.03)","(4000.0, 1732.05)",H1,H8,5000,299
646,p647,131,"(0, 0)","(500.0, 2598.08)",H1,H18,3000,275
647,p648,131,"(-1000.0, 0.0)","(-2000.0, 1732.05)",H1,H16,1999,220
