,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
322,p323,35,"(-500.0, 866.03)","(3500.0, 866.03)",H1,H9,4000,232
323,p324,35,"(1000.0, 0.0)","(500.0, 2598.08)",H1,H7,3000,184
324,p325,35,"(0, 0)","(2500.0, 866.03)",H1,H2,3000,139
325,p326,35,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H14,4000,205
326,p327,35,"(0, 0)","(1000.0, -1732.05)",H1,H11,1999,113
327,p328,35,"(-1000.0, 0.0)","(1000.0, 3464.1)",H1,H19,3999,213
328,p329,35,"(-500.0, 866.03)","(2500.0, -866.03)",H1,H3,4000,220
329,p330,35,"(500.0, 866.03)","(-2000.0, -3464.1)",H1,H13,5000,278
330,p331,35,"(0, 0)","(-3500.0, 866.03)",H1,H15,4000,227
331,p332,36,"(0, 0)","(-2500.0, -2598.08)",H1,H14,4000,160
332,p333,36,"(-500.0, 866.03)","(2000.0, -1732.05)",H1,H3,4000,225
333,p334,36,"(1000.0, 0.0)","(3500.0, -866.03)",H1,H10,3000,162
334,p335,36,"(-500.0, 866.03)","(1000.0, -3464.1)",H1,H12,5000,231
335,p336,36,"(-500.0, -866.03)","(1000.0, 1732.05)",H1,H2,3000,189
336,p337,36,"(0, 0)","(0, 1732.05)",H1,H7,1999,150
337,p338,36,"(-500.0, 866.03)","(1000.0, 0.0)",H1,H2,2000,132
338,p339,36,"(1000.0, 0.0)","(1000.0, -3464.1)",H1,H11,3999,223
339,p340,36,"(1000.0, 0.0)","(2000.0, -3464.1)",H1,H11,3999,245
340,p341,36,"(1000.0, 0.0)","(1000.0, -3464.1)",H1,H12,3999,218
341,p342,36,"(-500.0, -866.03)","(3000.0, 1732.05)",H1,H8,5000,264
342,p343,36,"(-500.0, 866.03)","(3000.0, 0.0)",H1,H9,4000,187
343,p344,36,"(1000.0, 0.0)","(-2000.0, 1732.05)",H1,H6,3999,233
344,p345,36,"(-500.0, 866.03)","(2500.0, 2598.08)",H1,H8,3999,175
345,p346,36,"(-1000.0, 0.0)","(-1000.0, 3464.1)",H1,H17,3999,243
346,p347,36,"(0, 0)","(500.0, -2598.08)",H1,H11,3000,159
347,p348,36,"(1000.0, 0.0)","(-1500.0, 866.03)",H1,H6,3000,173
348,p349,36,"(-500.0, 866.03)","(-3000.0, -1732.05)",H1,H14,4000,200
349,p350,36,"(500.0, 866.03)","(2000.0, 0.0)",H1,H3,2000,121
350,p351,36,"(500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,321
351,p352,37,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H19,1999,132
352,p353,37,"(1000.0, 0.0)","(-2000.0, 0.0)",H1,H5,3000,172
353,p354,37,"(1000.0, 0.0)","(-1000.0, 3464.1)",H1,H17,3999,231
354,p355,37,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H13,3000,195
355,p356,37,"(-500.0, 866.03)","(2000.0, -1732.05)",H1,H11,4000,217
356,p357,37,"(500.0, 866.03)","(-500.0, -866.03)",H1,H1,2000,121
357,p358,37,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H4,3000,154
358,p359,37,"(0, 0)","(-500.0, 2598.08)",H1,H18,3000,174
359,p360,37,"(1000.0, 0.0)","(-2000.0, 0.0)",H1,H15,3000,142
360,p361,37,"(500.0, 866.03)","(2500.0, -2598.08)",H1,H10,4000,210
361,p362,37,"(0, 0)","(-3000.0, 1732.05)",H1,H16,3999,200
362,p363,37,"(-1000.0, 0.0)","(-3000.0, 0.0)",H1,H15,2000,103
363,p364,38,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H7,1999,99
364,p365,38,"(0, 0)","(1000.0, -1732.05)",H1,H3,1999,99
365,p366,38,"(-500.0, 866.03)","(1000.0, 3464.1)",H1,H19,2999,153
366,p367,38,"(0, 0)","(2500.0, -2598.08)",H1,H11,4000,194
367,p368,38,"(-1000.0, 0.0)","(1500.0, 866.03)",H1,H2,3000,141
368,p369,39,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H15,3000,206
369,p370,39,"(1000.0, 0.0)","(-500.0, 4330.13)",H1,H18,5000,201
370,p371,39,"(-500.0, 866.03)","(-1500.0, 2598.08)",H1,H17,1999,109
371,p372,39,"(500.0, 866.03)","(2500.0, -2598.08)",H1,H11,4000,236
372,p373,39,"(-500.0, 866.03)","(-1000.0, 3464.1)",H1,H17,2999,197
373,p374,39,"(-1000.0, 0.0)","(-3500.0, -866.03)",H1,H15,3000,152
374,p375,39,"(0, 0)","(-1000.0, 3464.1)",H1,H18,3999,236
375,p376,39,"(500.0, 866.03)","(-3500.0, -866.03)",H1,H14,5000,243
376,p377,39,"(-1000.0, 0.0)","(500.0, -2598.08)",H1,H11,3000,145
377,p378,39,"(1000.0, 0.0)","(-1500.0, 2598.08)",H1,H17,4000,195
378,p379,39,"(-500.0, -866.03)","(-1000.0, -3464.1)",H1,H12,2999,145
379,p380,39,"(0, 0)","(1000.0, -3464.1)",H1,H11,3999,200
380,p381,39,"(1000.0, 0.0)","(-3500.0, -866.03)",H1,H14,5000,276
381,p382,39,"(0, 0)","(-2500.0, -866.03)",H1,H5,3000,151
382,p383,39,"(500.0, -866.03)","(3500.0, -866.03)",H1,H10,3000,160
383,p384,40,"(-500.0, 866.03)","(500.0, -866.03)",H1,H3,2000,124
384,p385,40,"(-500.0, 866.03)","(-2500.0, -2598.08)",H1,H13,4000,186
385,p386,40,"(-1000.0, 0.0)","(-500.0, -4330.13)",H1,H12,5000,262
386,p387,40,"(500.0, 866.03)","(2000.0, 3464.1)",H1,H19,2999,182
387,p388,40,"(0, 0)","(-500.0, -4330.13)",H1,H12,5000,220
388,p389,40,"(0, 0)","(-3000.0, 1732.05)",H1,H16,3999,253
389,p390,40,"(500.0, -866.03)","(-2000.0, 1732.05)",H1,H6,4000,234
390,p391,40,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,3000,166
391,p392,40,"(1000.0, 0.0)","(-3500.0, -866.03)",H1,H14,5000,271
392,p393,40,"(1000.0, 0.0)","(3000.0, -1732.05)",H1,H10,2999,177
393,p394,41,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H10,1999,110
394,p395,41,"(-500.0, 866.03)","(2000.0, -1732.05)",H1,H3,4000,264
395,p396,41,"(-1000.0, 0.0)","(1000.0, -3464.1)",H1,H12,3999,235
396,p397,41,"(-500.0, 866.03)","(-2000.0, -1732.05)",H1,H5,3000,203
397,p398,42,"(-1000.0, 0.0)","(-1000.0, -3464.1)",H1,H13,3999,219
398,p399,42,"(-500.0, 866.03)","(500.0, 2598.08)",H1,H18,1999,129
399,p400,42,"(500.0, 866.03)","(500.0, -2598.08)",H1,H11,4000,255
400,p401,42,"(-500.0, -866.03)","(500.0, -2598.08)",H1,H11,1999,105
401,p402,42,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H11,2999,153
402,p403,42,"(0, 0)","(-2500.0, 2598.08)",H1,H16,4000,198
403,p404,42,"(0, 0)","(1000.0, 1732.05)",H1,H2,1999,142
404,p405,42,"(-500.0, -866.03)","(-2500.0, 866.03)",H1,H6,3000,170
405,p406,42,"(500.0, 866.03)","(-2500.0, -2598.08)",H1,H13,5000,270
406,p407,42,"(-1000.0, 0.0)","(2500.0, -866.03)",H1,H9,4000,249
407,p408,42,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H19,1999,131
408,p409,42,"(-500.0, -866.03)","(-500.0, -2598.08)",H1,H4,1999,142
409,p410,42,"(0, 0)","(2500.0, 866.03)",H1,H8,3000,204
410,p411,43,"(0, 0)","(-2500.0, -866.03)",H1,H15,3000,176
411,p412,43,"(500.0, 866.03)","(-1500.0, 866.03)",H1,H6,2000,137
412,p413,43,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H1,2000,157
413,p414,43,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H12,3000,199
414,p415,43,"(-500.0, 866.03)","(-2000.0, -1732.05)",H1,H13,3000,190
415,p416,43,"(500.0, 866.03)","(-500.0, -4330.13)",H1,H12,6000,342
416,p417,43,"(1000.0, 0.0)","(-2500.0, 2598.08)",H1,H17,5000,217
417,p418,43,"(-1000.0, 0.0)","(-2000.0, -3464.1)",H1,H13,3999,199
418,p419,43,"(-500.0, -866.03)","(-1000.0, 3464.1)",H1,H17,5000,292
419,p420,43,"(-500.0, -866.03)","(-2500.0, -866.03)",H1,H14,2000,156
420,p421,44,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H13,3000,186
421,p422,44,"(1000.0, 0.0)","(1000.0, 3464.1)",H1,H19,3999,248
422,p423,44,"(0, 0)","(-1000.0, -3464.1)",H1,H12,3999,222
423,p424,44,"(0, 0)","(1000.0, -1732.05)",H1,H3,1999,140
424,p425,44,"(-500.0, -866.03)","(-3500.0, -866.03)",H1,H14,3000,203
425,p426,44,"(500.0, -866.03)","(1000.0, -3464.1)",H1,H12,2999,154
426,p427,44,"(1000.0, 0.0)","(-3500.0, 866.03)",H1,H15,5000,251
427,p428,44,"(1000.0, 0.0)","(1500.0, -2598.08)",H1,H11,3000,158
428,p429,44,"(0, 0)","(-500.0, 2598.08)",H1,H18,3000,167
429,p430,44,"(0, 0)","(0, 1732.05)",H1,H7,1999,125
430,p431,45,"(-500.0, -866.03)","(1000.0, 1732.05)",H1,H2,3000,135
431,p432,45,"(1000.0, 0.0)","(1000.0, 3464.1)",H1,H19,3999,222
432,p433,45,"(1000.0, 0.0)","(2000.0, -1732.05)",H1,H3,1999,161
433,p434,45,"(500.0, 866.03)","(-1000.0, 1732.05)",H1,H6,1999,147
434,p435,45,"(500.0, -866.03)","(2000.0, 1732.05)",H1,H2,3000,200
435,p436,45,"(500.0, -866.03)","(-2000.0, -3464.1)",H1,H13,3999,237
436,p437,45,"(0, 0)","(3500.0, 866.03)",H1,H8,4000,167
437,p438,45,"(-1000.0, 0.0)","(500.0, 2598.08)",H1,H7,3000,159
438,p439,45,"(-500.0, 866.03)","(2500.0, -2598.08)",H1,H10,5000,303
439,p440,45,"(-500.0, -866.03)","(500.0, 866.03)",H1,H2,2000,117
440,p441,45,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H19,3000,168
441,p442,45,"(500.0, 866.03)","(-1500.0, 866.03)",H1,H6,2000,110
442,p443,46,"(-500.0, 866.03)","(-3500.0, -866.03)",H1,H15,4000,180
443,p444,46,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H1,H4,1999,109
444,p445,46,"(500.0, 866.03)","(-500.0, -866.03)",H1,H1,2000,133
445,p446,46,"(1000.0, 0.0)","(-500.0, 866.03)",H1,H7,2000,140
446,p447,46,"(-500.0, -866.03)","(1500.0, 866.03)",H1,H2,3000,163
447,p448,46,"(-500.0, -866.03)","(2500.0, -866.03)",H1,H10,3000,205
448,p449,46,"(1000.0, 0.0)","(4000.0, 0.0)",H1,H9,3000,156
449,p450,46,"(0, 0)","(2500.0, -866.03)",H1,H9,3000,181
450,p451,47,"(-500.0, -866.03)","(3500.0, -866.03)",H1,H9,4000,279
451,p452,47,"(-1000.0, 0.0)","(-2500.0, -2598.08)",H1,H13,3000,185
452,p453,47,"(0, 0)","(-1000.0, -1732.05)",H1,H5,1999,147
453,p454,48,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H17,1999,139
454,p455,48,"(0, 0)","(-4000.0, 0.0)",H1,H15,4000,254
455,p456,48,"(-1000.0, 0.0)","(-3000.0, 1732.05)",H1,H16,2999,204
456,p457,48,"(0, 0)","(500.0, 4330.13)",H1,H18,5000,249
457,p458,48,"(-500.0, -866.03)","(2500.0, -866.03)",H1,H3,3000,217
458,p459,48,"(0, 0)","(-2000.0, -3464.1)",H1,H13,3999,235
459,p460,49,"(0, 0)","(-500.0, 2598.08)",H1,H17,3000,185
460,p461,49,"(500.0, -866.03)","(2500.0, 2598.08)",H1,H8,4000,217
461,p462,49,"(500.0, -866.03)","(0, 3464.1)",H1,H18,5000,253
462,p463,49,"(500.0, 866.03)","(0, -3464.1)",H1,H12,5000,292
463,p464,49,"(500.0, -866.03)","(2500.0, 866.03)",H1,H8,3000,178
464,p465,49,"(0, 0)","(-1000.0, 1732.05)",H1,H6,1999,130
465,p466,49,"(1000.0, 0.0)","(0, -1732.05)",H1,H4,1999,129
466,p467,49,"(500.0, -866.03)","(-1000.0, 1732.05)",H1,H7,3000,186
467,p468,49,"(-1000.0, 0.0)","(1000.0, -1732.05)",H1,H11,2999,182
468,p469,49,"(0, 0)","(4000.0, -1732.05)",H1,H10,4999,253
469,p470,49,"(500.0, -866.03)","(500.0, 2598.08)",H1,H19,4000,251
470,p471,49,"(-500.0, 866.03)","(1000.0, -1732.05)",H1,H3,3000,193
471,p472,49,"(-500.0, -866.03)","(-500.0, -2598.08)",H1,H4,1999,149
472,p473,49,"(1000.0, 0.0)","(2500.0, -866.03)",H1,H10,2000,164
473,p474,50,"(-500.0, 866.03)","(2500.0, 2598.08)",H1,H19,3999,203
474,p475,50,"(1000.0, 0.0)","(2000.0, -3464.1)",H1,H11,3999,244
475,p476,50,"(1000.0, 0.0)","(-2000.0, -1732.05)",H1,H13,3999,210
476,p477,50,"(500.0, -866.03)","(1000.0, 1732.05)",H1,H7,3000,161
477,p478,50,"(-1000.0, 0.0)","(-2500.0, -866.03)",H1,H15,2000,139
478,p479,50,"(-500.0, -866.03)","(-500.0, 866.03)",H1,H6,2000,158
479,p480,50,"(-1000.0, 0.0)","(500.0, 2598.08)",H1,H19,3000,142
480,p481,50,"(1000.0, 0.0)","(-1000.0, 1732.05)",H1,H6,2999,198
481,p482,51,"(1000.0, 0.0)","(1000.0, -3464.1)",H1,H12,3999,254
482,p483,51,"(0, 0)","(2000.0, 1732.05)",H1,H8,2999,182
483,p484,51,"(-500.0, 866.03)","(2000.0, 0.0)",H1,H9,3000,180
484,p485,51,"(500.0, -866.03)","(-2000.0, -1732.05)",H1,H13,2999,146
485,p486,51,"(0, 0)","(-3500.0, -2598.08)",H1,H14,5000,255
486,p487,51,"(-1000.0, 0.0)","(3500.0, 866.03)",H1,H9,5000,285
487,p488,51,"(0, 0)","(3500.0, 2598.08)",H1,H8,5000,270
488,p489,51,"(-500.0, 866.03)","(2000.0, 1732.05)",H1,H2,2999,157
489,p490,51,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H8,1999,141
490,p491,51,"(1000.0, 0.0)","(2500.0, 866.03)",H1,H8,2000,140
491,p492,51,"(-1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,5000,333
492,p493,52,"(-500.0, 866.03)","(1000.0, 3464.1)",H1,H19,2999,190
493,p494,52,"(0, 0)","(2000.0, 1732.05)",H1,H19,2999,192
494,p495,52,"(500.0, -866.03)","(-2500.0, 2598.08)",H1,H17,5000,232
495,p496,52,"(0, 0)","(-3500.0, -2598.08)",H1,H14,5000,316
496,p497,52,"(-500.0, -866.03)","(1500.0, 866.03)",H1,H2,3000,197
497,p498,52,"(0, 0)","(-1500.0, 866.03)",H1,H6,2000,145
498,p499,52,"(-1000.0, 0.0)","(-2000.0, -1732.05)",H1,H14,1999,127
499,p500,52,"(-500.0, -866.03)","(-2500.0, 2598.08)",H1,H17,4000,239
500,p501,52,"(0, 0)","(-500.0, 2598.08)",H1,H7,3000,176
501,p502,52,"(-500.0, 866.03)","(500.0, 2598.08)",H1,H7,1999,141
502,p503,52,"(0, 0)","(-1500.0, -2598.08)",H1,H13,3000,211
503,p504,52,"(0, 0)","(-1000.0, -3464.1)",H1,H12,3999,278
504,p505,52,"(500.0, -866.03)","(3500.0, -2598.08)",H1,H10,3999,180
505,p506,52,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H19,1999,127
506,p507,53,"(500.0, 866.03)","(1500.0, -866.03)",H1,H3,2000,163
507,p508,53,"(500.0, 866.03)","(-2000.0, 1732.05)",H1,H16,2999,197
508,p509,53,"(500.0, -866.03)","(-1500.0, -2598.08)",H1,H13,2999,227
509,p510,53,"(-500.0, -866.03)","(-500.0, -4330.13)",H1,H12,3999,250
510,p511,53,"(-1000.0, 0.0)","(-3500.0, 2598.08)",H1,H16,4000,250
511,p512,53,"(-500.0, -866.03)","(3500.0, -866.03)",H1,H9,4000,257
512,p513,53,"(0, 0)","(-500.0, -2598.08)",H1,H12,3000,203
513,p514,53,"(500.0, 866.03)","(2000.0, 0.0)",H1,H3,2000,137
514,p515,53,"(-1000.0, 0.0)","(1000.0, 1732.05)",H1,H2,2999,152
515,p516,54,"(-500.0, 866.03)","(-2000.0, -1732.05)",H1,H13,3000,171
516,p517,54,"(-500.0, -866.03)","(0, 3464.1)",H1,H18,5000,231
517,p518,54,"(-1000.0, 0.0)","(500.0, -866.03)",H1,H3,2000,168
518,p519,54,"(1000.0, 0.0)","(3500.0, -866.03)",H1,H10,3000,187
519,p520,54,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H19,1999,159
520,p521,54,"(-500.0, -866.03)","(500.0, -2598.08)",H1,H12,1999,141
521,p522,54,"(500.0, 866.03)","(1000.0, -1732.05)",H1,H11,3000,198
522,p523,54,"(500.0, -866.03)","(0, 3464.1)",H1,H18,5000,294
523,p524,54,"(500.0, 866.03)","(-500.0, -4330.13)",H1,H12,6000,346
524,p525,54,"(500.0, 866.03)","(-500.0, -2598.08)",H1,H13,4000,212
525,p526,54,"(500.0, -866.03)","(2500.0, -866.03)",H1,H10,2000,136
526,p527,54,"(1000.0, 0.0)","(2500.0, 866.03)",H1,H2,2000,155
527,p528,54,"(-500.0, 866.03)","(2000.0, 0.0)",H1,H3,3000,171
528,p529,54,"(-500.0, 866.03)","(-4000.0, 0.0)",H1,H15,4000,290
529,p530,54,"(-1000.0, 0.0)","(1500.0, 866.03)",H1,H2,3000,220
530,p531,55,"(0, 0)","(-1000.0, -3464.1)",H1,H13,3999,196
531,p532,55,"(1000.0, 0.0)","(-2500.0, -866.03)",H1,H5,4000,237
532,p533,55,"(0, 0)","(-1000.0, 3464.1)",H1,H17,3999,278
533,p534,55,"(-500.0, -866.03)","(2500.0, -866.03)",H1,H3,3000,170
534,p535,55,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H19,3000,170
535,p536,55,"(1000.0, 0.0)","(2500.0, 866.03)",H1,H8,2000,156
536,p537,55,"(-500.0, 866.03)","(1000.0, 1732.05)",H1,H7,1999,157
537,p538,55,"(1000.0, 0.0)","(2000.0, -1732.05)",H1,H11,1999,158
538,p539,55,"(-500.0, 866.03)","(1000.0, -1732.05)",H1,H3,3000,208
539,p540,55,"(-500.0, -866.03)","(-3500.0, 866.03)",H1,H16,4000,219
540,p541,56,"(0, 0)","(2500.0, -866.03)",H1,H9,3000,147
541,p542,56,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H14,3000,171
542,p543,56,"(0, 0)","(-1000.0, -1732.05)",H1,H13,1999,130
543,p544,56,"(0, 0)","(-3000.0, 1732.05)",H1,H16,3999,236
544,p545,56,"(-1000.0, 0.0)","(2500.0, 866.03)",H1,H8,4000,183
545,p546,56,"(-1000.0, 0.0)","(2500.0, -866.03)",H1,H9,4000,224
546,p547,56,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H18,1999,144
547,p548,56,"(500.0, -866.03)","(-2000.0, 0.0)",H1,H5,3000,170
548,p549,56,"(-1000.0, 0.0)","(2000.0, 1732.05)",H1,H19,3999,265
549,p550,57,"(-500.0, -866.03)","(1000.0, 1732.05)",H1,H7,3000,220
550,p551,57,"(-500.0, -866.03)","(-2500.0, -866.03)",H1,H15,2000,151
551,p552,57,"(500.0, 866.03)","(3500.0, 866.03)",H1,H8,3000,210
552,p553,57,"(-500.0, 866.03)","(-2500.0, 2598.08)",H1,H17,2999,184
553,p554,57,"(500.0, -866.03)","(-3500.0, 866.03)",H1,H16,5000,258
554,p555,57,"(500.0, 866.03)","(-1000.0, -0.0)",H1,H6,2000,143
555,p556,57,"(500.0, 866.03)","(-1000.0, -0.0)",H1,H6,2000,145
556,p557,57,"(-500.0, 866.03)","(500.0, -2598.08)",H1,H12,4000,251
557,p558,57,"(1000.0, 0.0)","(-3500.0, -866.03)",H1,H15,5000,276
558,p559,57,"(500.0, -866.03)","(2500.0, 866.03)",H1,H2,3000,181
559,p560,57,"(-1000.0, 0.0)","(-1000.0, 1732.05)",H1,H17,1999,165
560,p561,57,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H4,3000,176
561,p562,58,"(-1000.0, 0.0)","(2000.0, -1732.05)",H1,H11,3999,252
562,p563,58,"(0, 0)","(-1000.0, 3464.1)",H1,H18,3999,185
563,p564,58,"(-1000.0, 0.0)","(1000.0, -3464.1)",H1,H12,3999,235
564,p565,58,"(0, 0)","(1500.0, 866.03)",H1,H2,2000,162
565,p566,58,"(500.0, -866.03)","(2000.0, 3464.1)",H1,H19,5000,226
566,p567,58,"(0, 0)","(2500.0, -2598.08)",H1,H11,4000,250
567,p568,58,"(0, 0)","(2000.0, -1732.05)",H1,H11,2999,188
568,p569,58,"(-500.0, -866.03)","(-2000.0, 0.0)",H1,H6,2000,145
569,p570,58,"(-500.0, 866.03)","(-2500.0, -866.03)",H1,H5,3000,201
570,p571,58,"(500.0, -866.03)","(-3500.0, -2598.08)",H1,H14,4999,238
571,p572,59,"(500.0, -866.03)","(-1000.0, -3464.1)",H1,H13,2999,213
572,p573,59,"(500.0, 866.03)","(-3000.0, -1732.05)",H1,H14,5000,260
573,p574,59,"(500.0, -866.03)","(2000.0, -0.0)",H1,H2,2000,151
574,p575,59,"(1000.0, 0.0)","(4000.0, -1732.05)",H1,H10,3999,205
575,p576,59,"(500.0, -866.03)","(-2500.0, 866.03)",H1,H15,4000,251
576,p577,59,"(-500.0, 866.03)","(-2000.0, 0.0)",H1,H5,2000,156
577,p578,59,"(500.0, -866.03)","(-2500.0, 866.03)",H1,H15,4000,285
578,p579,59,"(1000.0, 0.0)","(2500.0, -866.03)",H1,H9,2000,158
579,p580,59,"(0, 0)","(-1000.0, -1732.05)",H1,H13,1999,135
580,p581,60,"(-500.0, 866.03)","(-1500.0, -2598.08)",H1,H13,4000,206
581,p582,60,"(-500.0, 866.03)","(2000.0, 3464.1)",H1,H19,3999,211
582,p583,60,"(0, 0)","(-500.0, 2598.08)",H1,H17,3000,218
583,p584,60,"(-1000.0, 0.0)","(-500.0, 2598.08)",H1,H18,3000,154
584,p585,60,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H17,1999,137
585,p586,61,"(-500.0, -866.03)","(2500.0, 866.03)",H1,H2,4000,245
586,p587,61,"(0, 0)","(-1000.0, -3464.1)",H1,H12,3999,243
587,p588,61,"(500.0, 866.03)","(-1000.0, 0.0)",H1,H5,2000,137
588,p589,61,"(1000.0, 0.0)","(2500.0, -2598.08)",H1,H11,3000,237
589,p590,61,"(-500.0, 866.03)","(0, 3464.1)",H1,H18,2999,182
590,p591,61,"(-500.0, -866.03)","(-500.0, -4330.13)",H1,H12,3999,231
591,p592,61,"(500.0, 866.03)","(0, -3464.1)",H1,H12,5000,340
592,p593,61,"(-500.0, 866.03)","(500.0, 4330.13)",H1,H18,3999,229
593,p594,61,"(500.0, -866.03)","(-4000.0, 1732.05)",H1,H16,6000,310
594,p595,61,"(0, 0)","(2000.0, -1732.05)",H1,H3,2999,182
595,p596,61,"(-1000.0, 0.0)","(3500.0, -866.03)",H1,H9,5000,280
596,p597,62,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H4,3000,168
597,p598,62,"(-500.0, -866.03)","(2000.0, -1732.05)",H1,H10,2999,175
598,p599,62,"(0, 0)","(500.0, 2598.08)",H1,H18,3000,206
599,p600,62,"(500.0, 866.03)","(-2000.0, -1732.05)",H1,H13,4000,249
600,p601,62,"(-500.0, 866.03)","(500.0, -2598.08)",H1,H12,4000,230
601,p602,62,"(1000.0, 0.0)","(-2000.0, 0.0)",H1,H15,3000,209
602,p603,62,"(500.0, 866.03)","(-3500.0, -2598.08)",H1,H14,6000,335
603,p604,62,"(1000.0, 0.0)","(-2000.0, 1732.05)",H1,H6,3999,261
604,p605,62,"(500.0, 866.03)","(4000.0, 0.0)",H1,H9,4000,288
605,p606,62,"(0, 0)","(3500.0, 2598.08)",H1,H8,5000,239
606,p607,62,"(-500.0, 866.03)","(-500.0, 2598.08)",H1,H7,1999,152
607,p608,62,"(-1000.0, 0.0)","(-2500.0, -2598.08)",H1,H13,3000,203
608,p609,62,"(1000.0, 0.0)","(2000.0, 1732.05)",H1,H19,1999,151
609,p610,63,"(-1000.0, 0.0)","(-3500.0, 866.03)",H1,H16,3000,180
610,p611,63,"(500.0, 866.03)","(2000.0, 0.0)",H1,H3,2000,147
611,p612,63,"(1000.0, 0.0)","(2500.0, 2598.08)",H1,H8,3000,167
612,p613,63,"(0, 0)","(-3500.0, 866.03)",H1,H16,4000,248
613,p614,63,"(500.0, -866.03)","(-500.0, 866.03)",H1,H6,2000,144
614,p615,64,"(1000.0, 0.0)","(500.0, 4330.13)",H1,H18,5000,256
615,p616,64,"(1000.0, 0.0)","(-500.0, -2598.08)",H1,H13,3000,197
616,p617,64,"(-1000.0, 0.0)","(1500.0, -2598.08)",H1,H11,4000,229
617,p618,64,"(500.0, 866.03)","(1000.0, 3464.1)",H1,H18,2999,192
618,p619,64,"(-500.0, -866.03)","(-1000.0, 1732.05)",H1,H7,3000,179
619,p620,64,"(0, 0)","(1000.0, 3464.1)",H1,H18,3999,218
620,p621,64,"(500.0, -866.03)","(2500.0, 866.03)",H1,H9,3000,192
621,p622,64,"(0, 0)","(3000.0, -1732.05)",H1,H10,3999,300
622,p623,65,"(-500.0, -866.03)","(1000.0, 3464.1)",H1,H18,5000,254
623,p624,65,"(-500.0, -866.03)","(-2000.0, -3464.1)",H1,H13,2999,163
624,p625,65,"(1000.0, 0.0)","(-2500.0, -2598.08)",H1,H14,5000,254
625,p626,65,"(500.0, -866.03)","(3500.0, 866.03)",H1,H8,4000,269
626,p627,65,"(-1000.0, 0.0)","(2000.0, -1732.05)",H1,H10,3999,204
627,p628,65,"(0, 0)","(2500.0, 2598.08)",H1,H8,4000,235
628,p629,65,"(500.0, -866.03)","(-2500.0, 866.03)",H1,H16,4000,298
629,p630,65,"(500.0, 866.03)","(1500.0, -2598.08)",H1,H11,4000,284
630,p631,65,"(-500.0, -866.03)","(1000.0, 0.0)",H1,H2,2000,129
631,p632,65,"(-500.0, -866.03)","(-2000.0, -1732.05)",H1,H5,1999,172
632,p633,65,"(500.0, 866.03)","(500.0, -2598.08)",H1,H11,4000,197
633,p634,66,"(500.0, 866.03)","(-2500.0, 866.03)",H1,H6,3000,226
634,p635,66,"(500.0, -866.03)","(-500.0, 2598.08)",H1,H7,4000,214
635,p636,66,"(-500.0, -866.03)","(-4000.0, -1732.05)",H1,H14,3999,270
636,p637,66,"(0, 0)","(-1500.0, 866.03)",H1,H6,2000,154
637,p638,66,"(1000.0, 0.0)","(500.0, -2598.08)",H1,H11,3000,222
638,p639,66,"(500.0, -866.03)","(2000.0, -1732.05)",H1,H3,1999,140
639,p640,66,"(500.0, -866.03)","(-2000.0, -3464.1)",H1,H13,3999,217
640,p641,66,"(-1000.0, 0.0)","(-500.0, -2598.08)",H1,H4,3000,181
641,p642,66,"(-500.0, 866.03)","(-500.0, -2598.08)",H1,H13,4000,198
642,p643,66,"(500.0, 866.03)","(0, -3464.1)",H1,H12,5000,270
643,p644,66,"(-1000.0, 0.0)","(500.0, -866.03)",H1,H4,2000,140
644,p645,67,"(-1000.0, 0.0)","(-4000.0, -1732.05)",H1,H14,3999,244
645,p646,67,"(-1000.0, 0.0)","(1000.0, -1732.05)",H1,H11,2999,211
646,p647,67,"(1000.0, 0.0)","(1000.0, 3464.1)",H1,H19,3999,293
