,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
312,p313,57,"(1500.0, 866.03)","(-1000.0, 1732.05)",H2,H7,2999,204
313,p314,57,"(1000.0, 0.0)","(1000.0, -3464.1)",H3,H12,3999,237
314,p315,57,"(500.0, -2598.08)","(-3500.0, -2598.08)",H11,H14,4000,244
315,p316,57,"(500.0, -2598.08)","(1000.0, 0.0)",H11,H2,3000,160
316,p317,58,"(2500.0, 866.03)","(500.0, 4330.13)",H9,H18,3999,266
317,p318,58,"(1000.0, -1732.05)","(2500.0, 2598.08)",H4,H8,5000,346
318,p319,58,"(2500.0, 2598.08)","(4000.0, 1732.05)",H19,H8,2000,155
319,p320,58,"(2500.0, 866.03)","(-1000.0, -3464.1)",H2,H13,6000,277
320,p321,58,"(3500.0, 866.03)","(-1500.0, -866.03)",H8,H5,6000,346
321,p322,58,"(-3500.0, 2598.08)","(-3500.0, -2598.08)",H16,H14,6000,310
322,p323,58,"(3500.0, 2598.08)","(-500.0, 4330.13)",H8,H18,4999,274
323,p324,58,"(2500.0, -866.03)","(500.0, -866.03)",H10,H1,2000,173
324,p325,58,"(3500.0, 866.03)","(2500.0, -866.03)",H9,H10,2000,142
325,p326,58,"(2500.0, 866.03)","(3500.0, -2598.08)",H8,H10,4000,190
326,p327,58,"(500.0, 866.03)","(500.0, 4330.13)",H2,H18,3999,186
327,p328,59,"(1500.0, -866.03)","(3000.0, 0.0)",H3,H9,2000,161
328,p329,59,"(3000.0, 0.0)","(1000.0, -1732.05)",H9,H11,2999,209
329,p330,59,"(-1000.0, -1732.05)","(-2500.0, -2598.08)",H13,H13,2000,149
330,p331,60,"(4000.0, 0.0)","(-3500.0, -866.03)",H9,H14,8000,434
331,p332,60,"(-1000.0, -1732.05)","(3500.0, -866.03)",H4,H9,4999,275
332,p333,60,"(2500.0, 866.03)","(3500.0, -866.03)",H8,H10,2000,128
333,p334,60,"(-500.0, 4330.13)","(-2000.0, 0.0)",H18,H5,5000,267
334,p335,60,"(2000.0, 3464.1)","(2000.0, 1732.05)",H19,H2,1999,155
335,p336,60,"(3500.0, -2598.08)","(2500.0, 866.03)",H10,H2,4000,288
336,p337,60,"(-500.0, 2598.08)","(3000.0, 0.0)",H7,H9,5000,282
337,p338,61,"(-2000.0, 1732.05)","(1500.0, 2598.08)",H17,H19,4000,277
338,p339,61,"(2500.0, 866.03)","(-2000.0, 1732.05)",H8,H17,4999,324
339,p340,61,"(4000.0, 1732.05)","(-500.0, 866.03)",H8,H1,4999,262
340,p341,61,"(0, 1732.05)","(3500.0, 866.03)",H7,H8,3999,248
341,p342,61,"(3500.0, 866.03)","(1000.0, 1732.05)",H8,H19,2999,165
342,p343,61,"(-2000.0, -3464.1)","(-500.0, -866.03)",H13,H5,2999,218
343,p344,61,"(2500.0, -866.03)","(-1000.0, -1732.05)",H10,H13,3999,208
344,p345,62,"(2500.0, 866.03)","(-2500.0, -866.03)",H9,H15,6000,342
345,p346,62,"(4000.0, 1732.05)","(-500.0, -866.03)",H8,H5,6000,350
346,p347,62,"(-3500.0, -866.03)","(500.0, -866.03)",H15,H3,4000,237
347,p348,62,"(-2500.0, 2598.08)","(500.0, -866.03)",H17,H1,5000,239
348,p349,62,"(-500.0, -2598.08)","(2000.0, 1732.05)",H12,H8,5000,317
349,p350,62,"(-2000.0, 0.0)","(1500.0, -2598.08)",H6,H11,5000,311
350,p351,62,"(500.0, -866.03)","(500.0, 866.03)",H1,H2,2000,146
351,p352,62,"(2500.0, 866.03)","(1500.0, -866.03)",H8,H3,2000,179
352,p353,63,"(1000.0, 0.0)","(3500.0, -866.03)",H2,H9,3000,164
353,p354,63,"(-2000.0, 3464.1)","(-2000.0, -3464.1)",H17,H13,7999,423
354,p355,63,"(500.0, -2598.08)","(-2500.0, -2598.08)",H11,H14,3000,209
355,p356,64,"(4000.0, -1732.05)","(1000.0, -1732.05)",H10,H4,3000,238
356,p357,64,"(500.0, 866.03)","(-3000.0, -1732.05)",H1,H14,5000,316
357,p358,64,"(2500.0, -2598.08)","(-3000.0, -1732.05)",H10,H14,6000,291
358,p359,64,"(2000.0, -1732.05)","(500.0, -866.03)",H3,H1,1999,136
359,p360,64,"(-500.0, -4330.13)","(-1000.0, -1732.05)",H12,H5,3000,206
360,p361,65,"(2500.0, -2598.08)","(2000.0, 1732.05)",H11,H19,5000,311
361,p362,65,"(-4000.0, 1732.05)","(3500.0, -866.03)",H16,H9,9000,476
362,p363,65,"(500.0, 866.03)","(2500.0, -866.03)",H2,H10,3000,240
363,p364,65,"(2500.0, 2598.08)","(4000.0, -1732.05)",H19,H10,5000,254
364,p365,66,"(0, 1732.05)","(-1000.0, -0.0)",H7,H6,1999,154
365,p366,66,"(1000.0, 1732.05)","(1000.0, -1732.05)",H19,H4,3999,198
366,p367,67,"(-1000.0, 3464.1)","(-1500.0, -866.03)",H17,H5,5000,286
367,p368,67,"(500.0, -2598.08)","(2500.0, 866.03)",H4,H8,4000,244
368,p369,67,"(2500.0, 866.03)","(1000.0, 1732.05)",H8,H7,1999,145
369,p370,67,"(500.0, 2598.08)","(1000.0, 0.0)",H19,H3,3000,201
370,p371,67,"(2500.0, -2598.08)","(-500.0, -866.03)",H10,H4,3999,271
371,p372,68,"(2000.0, 1732.05)","(500.0, -2598.08)",H19,H11,5000,314
372,p373,68,"(1000.0, 3464.1)","(500.0, -866.03)",H19,H3,5000,293
373,p374,68,"(-500.0, 866.03)","(2000.0, 0.0)",H7,H9,3000,173
374,p375,68,"(0, 0)","(-3500.0, 2598.08)",H1,H16,5000,293
375,p376,68,"(-500.0, 2598.08)","(-2000.0, -1732.05)",H18,H5,5000,317
376,p377,69,"(-3500.0, -2598.08)","(3500.0, -2598.08)",H14,H10,7000,308
377,p378,69,"(0, -3464.1)","(1000.0, 3464.1)",H12,H19,7999,448
378,p379,69,"(500.0, -2598.08)","(4000.0, -1732.05)",H12,H10,4000,278
379,p380,69,"(1500.0, -866.03)","(2000.0, 3464.1)",H3,H19,5000,267
380,p381,70,"(-1000.0, -3464.1)","(-1000.0, 0.0)",H13,H1,3999,262
381,p382,71,"(-2000.0, 1732.05)","(-1000.0, -1732.05)",H17,H4,3999,287
382,p383,71,"(2500.0, -2598.08)","(-2000.0, -1732.05)",H10,H13,5000,329
383,p384,71,"(-1000.0, -1732.05)","(3500.0, -866.03)",H13,H10,4999,278
384,p385,71,"(-500.0, 2598.08)","(500.0, -2598.08)",H17,H4,6000,262
385,p386,71,"(3500.0, 866.03)","(2000.0, -1732.05)",H9,H11,3000,199
386,p387,72,"(-3000.0, 0.0)","(1000.0, 1732.05)",H15,H2,4999,249
387,p388,72,"(500.0, -866.03)","(-500.0, 2598.08)",H1,H17,4000,286
388,p389,72,"(-1000.0, 0.0)","(3000.0, -1732.05)",H5,H10,4999,276
389,p390,72,"(-2500.0, 866.03)","(500.0, -2598.08)",H15,H12,5000,345
390,p391,73,"(500.0, 866.03)","(3500.0, -2598.08)",H1,H10,5000,313
391,p392,73,"(-2500.0, -2598.08)","(-1500.0, 2598.08)",H13,H17,6000,335
392,p393,73,"(-500.0, -866.03)","(-2500.0, 866.03)",H4,H15,3000,170
393,p394,73,"(-500.0, -4330.13)","(2500.0, -2598.08)",H12,H11,3999,198
394,p395,73,"(1000.0, 3464.1)","(-1000.0, 3464.1)",H18,H17,2000,147
395,p396,73,"(2500.0, 2598.08)","(1000.0, -1732.05)",H8,H11,5000,340
396,p397,73,"(500.0, 2598.08)","(-4000.0, 1732.05)",H18,H16,5000,304
397,p398,73,"(-3500.0, -866.03)","(-500.0, 2598.08)",H15,H7,5000,298
398,p399,73,"(-4000.0, -1732.05)","(1000.0, -1732.05)",H14,H3,5000,298
399,p400,73,"(-1000.0, -1732.05)","(-2500.0, 866.03)",H13,H16,3000,241
400,p401,73,"(500.0, -866.03)","(-2000.0, 1732.05)",H4,H17,4000,198
401,p402,73,"(-1000.0, 0.0)","(-2500.0, -2598.08)",H5,H13,3000,196
402,p403,74,"(2500.0, -2598.08)","(-1000.0, 1732.05)",H11,H7,6000,333
403,p404,74,"(-500.0, 2598.08)","(-2500.0, -866.03)",H7,H15,4000,280
404,p405,74,"(-4000.0, 0.0)","(2500.0, -866.03)",H15,H3,7000,372
405,p406,74,"(-2500.0, -2598.08)","(0, 3464.1)",H14,H18,7000,373
406,p407,74,"(3500.0, 2598.08)","(1000.0, -3464.1)",H8,H12,7000,381
407,p408,75,"(3500.0, 2598.08)","(-500.0, 2598.08)",H8,H18,4000,221
408,p409,75,"(-2000.0, 0.0)","(3000.0, 1732.05)",H6,H8,5999,305
409,p410,75,"(1000.0, 0.0)","(3500.0, -2598.08)",H1,H10,4000,227
410,p411,76,"(-500.0, -866.03)","(-1000.0, -3464.1)",H5,H13,2999,205
411,p412,76,"(-500.0, -4330.13)","(-3500.0, 866.03)",H12,H15,6000,397
412,p413,77,"(-2500.0, 866.03)","(-2500.0, -2598.08)",H6,H14,4000,218
413,p414,77,"(-1000.0, -1732.05)","(-1000.0, -3464.1)",H5,H12,1999,188
414,p415,77,"(1000.0, -1732.05)","(2500.0, -866.03)",H3,H9,1999,169
415,p416,77,"(2500.0, -866.03)","(-4000.0, 0.0)",H3,H15,7000,350
416,p417,77,"(-1000.0, 1732.05)","(-2000.0, 0.0)",H7,H6,1999,174
417,p418,78,"(500.0, -4330.13)","(1000.0, -1732.05)",H12,H11,3000,222
418,p419,78,"(2500.0, -866.03)","(-2000.0, 3464.1)",H9,H17,7000,313
419,p420,78,"(500.0, 866.03)","(2000.0, 1732.05)",H1,H2,1999,157
420,p421,78,"(-1000.0, 3464.1)","(2000.0, 3464.1)",H18,H19,3000,226
421,p422,78,"(500.0, 866.03)","(3500.0, 866.03)",H1,H8,3000,229
422,p423,78,"(-2000.0, 1732.05)","(-500.0, 866.03)",H16,H1,1999,186
423,p424,79,"(0, 0)","(500.0, 2598.08)",H1,H19,3000,190
424,p425,79,"(1500.0, 866.03)","(3000.0, 0.0)",H2,H9,2000,147
425,p426,79,"(2500.0, 866.03)","(-500.0, 866.03)",H9,H1,3000,198
426,p427,79,"(-2500.0, -866.03)","(1500.0, 866.03)",H5,H2,5000,244
427,p428,79,"(1000.0, -1732.05)","(0, 1732.05)",H3,H7,3999,230
428,p429,80,"(3000.0, 1732.05)","(2000.0, 0.0)",H8,H3,1999,170
429,p430,80,"(1500.0, 866.03)","(-2000.0, -3464.1)",H2,H13,6000,347
430,p431,80,"(-2000.0, 1732.05)","(-500.0, -2598.08)",H16,H13,5000,302
431,p432,80,"(2500.0, -866.03)","(-2000.0, 1732.05)",H3,H6,6000,404
432,p433,81,"(-1500.0, 866.03)","(1000.0, 0.0)",H6,H2,3000,187
433,p434,81,"(1000.0, 1732.05)","(2500.0, -866.03)",H2,H3,3000,223
434,p435,81,"(-500.0, -4330.13)","(-2000.0, -1732.05)",H12,H5,3000,207
435,p436,81,"(2500.0, -866.03)","(-500.0, 2598.08)",H10,H17,5000,297
436,p437,82,"(-500.0, 866.03)","(2000.0, -1732.05)",H6,H3,4000,233
437,p438,82,"(-2500.0, -2598.08)","(2000.0, 3464.1)",H13,H19,8000,418
438,p439,82,"(2500.0, 866.03)","(-500.0, -4330.13)",H8,H12,6000,330
439,p440,82,"(-3000.0, 1732.05)","(500.0, 2598.08)",H16,H7,4000,281
440,p441,82,"(500.0, -2598.08)","(-2000.0, 1732.05)",H11,H16,5000,289
441,p442,82,"(-500.0, -4330.13)","(-500.0, 4330.13)",H12,H18,10000,532
442,p443,82,"(3000.0, 0.0)","(500.0, -866.03)",H9,H1,3000,194
443,p444,82,"(-3500.0, -866.03)","(-500.0, -2598.08)",H15,H4,3999,298
444,p445,83,"(1000.0, 1732.05)","(500.0, -2598.08)",H7,H11,5000,314
445,p446,83,"(0, 3464.1)","(2500.0, -2598.08)",H18,H11,7000,444
446,p447,83,"(3500.0, -866.03)","(-4000.0, -1732.05)",H9,H14,7999,471
447,p448,83,"(-1000.0, 3464.1)","(3500.0, -866.03)",H17,H9,7000,318
448,p449,83,"(-2000.0, 0.0)","(1500.0, -866.03)",H5,H3,4000,254
449,p450,84,"(-2500.0, 866.03)","(500.0, -866.03)",H15,H1,4000,276
450,p451,84,"(-2000.0, 3464.1)","(-2000.0, -1732.05)",H17,H13,5999,422
451,p452,84,"(1000.0, 0.0)","(3500.0, 866.03)",H3,H9,3000,232
452,p453,85,"(-500.0, 866.03)","(1000.0, 1732.05)",H7,H19,1999,183
453,p454,85,"(-2500.0, 2598.08)","(-2000.0, -1732.05)",H17,H5,5000,289
454,p455,85,"(500.0, 2598.08)","(-3000.0, -1732.05)",H7,H14,6000,351
455,p456,85,"(1000.0, 0.0)","(-1000.0, 3464.1)",H3,H18,3999,272
456,p457,85,"(1000.0, 0.0)","(-2000.0, -3464.1)",H2,H13,4999,310
457,p458,86,"(-1500.0, -2598.08)","(3000.0, 0.0)",H13,H9,6000,341
458,p459,86,"(2000.0, -1732.05)","(0, 0)",H11,H1,2999,194
459,p460,86,"(-2000.0, -3464.1)","(-2500.0, -866.03)",H13,H15,2999,215
460,p461,86,"(1000.0, 0.0)","(-500.0, 4330.13)",H2,H18,5000,386
461,p462,86,"(-3500.0, -2598.08)","(0, 3464.1)",H14,H18,7000,435
462,p463,86,"(-1000.0, 1732.05)","(-500.0, -4330.13)",H17,H12,7000,414
463,p464,86,"(2500.0, -2598.08)","(-2000.0, -1732.05)",H10,H14,5000,278
464,p465,87,"(2000.0, -1732.05)","(-4000.0, 1732.05)",H10,H16,7999,528
465,p466,87,"(-1500.0, 866.03)","(1000.0, 3464.1)",H6,H19,3999,272
466,p467,88,"(2500.0, 866.03)","(-500.0, 2598.08)",H9,H18,3999,273
467,p468,88,"(2000.0, -3464.1)","(0, -3464.1)",H11,H12,2000,169
468,p469,88,"(500.0, 2598.08)","(-1500.0, -2598.08)",H19,H13,6000,419
469,p470,88,"(1000.0, -1732.05)","(500.0, 866.03)",H4,H2,3000,229
470,p471,89,"(-2000.0, -1732.05)","(2500.0, 2598.08)",H14,H8,7000,336
471,p472,89,"(-500.0, 866.03)","(-3500.0, 866.03)",H1,H15,3000,227
472,p473,89,"(-2500.0, 866.03)","(500.0, 866.03)",H16,H1,3000,220
473,p474,90,"(-3500.0, 866.03)","(3000.0, 1732.05)",H15,H8,6999,459
474,p475,90,"(-500.0, -866.03)","(-500.0, -2598.08)",H5,H4,1999,185
475,p476,90,"(-2000.0, 3464.1)","(500.0, -866.03)",H17,H4,5000,297
476,p477,90,"(500.0, -866.03)","(2000.0, 3464.1)",H1,H19,5000,249
477,p478,90,"(-1000.0, -3464.1)","(4000.0, 0.0)",H12,H9,6999,405
478,p479,91,"(-1500.0, -866.03)","(2000.0, 3464.1)",H5,H19,6000,307
479,p480,91,"(-500.0, -2598.08)","(-3000.0, 0.0)",H4,H15,4000,302
480,p481,91,"(3500.0, -866.03)","(-500.0, 2598.08)",H9,H7,6000,386
481,p482,91,"(2000.0, 1732.05)","(-1000.0, -1732.05)",H8,H5,4999,367
482,p483,91,"(2500.0, 2598.08)","(-2500.0, 866.03)",H19,H6,5999,340
483,p484,91,"(-3500.0, -866.03)","(-1000.0, -1732.05)",H15,H4,2999,203
484,p485,92,"(-2000.0, 0.0)","(1000.0, 3464.1)",H5,H18,4999,388
485,p486,92,"(500.0, 866.03)","(-3500.0, 2598.08)",H1,H16,4999,344
486,p487,92,"(500.0, 866.03)","(-3500.0, -866.03)",H2,H14,5000,296
487,p488,92,"(1000.0, 1732.05)","(-1000.0, 0.0)",H19,H5,2999,259
488,p489,92,"(1000.0, 0.0)","(3000.0, 0.0)",H1,H9,2000,171
489,p490,92,"(3500.0, -2598.08)","(-2000.0, 1732.05)",H10,H16,8000,390
490,p491,92,"(500.0, -2598.08)","(500.0, 866.03)",H12,H7,4000,284
491,p492,92,"(2500.0, -2598.08)","(-500.0, 2598.08)",H10,H18,6000,348
492,p493,93,"(2500.0, -866.03)","(-2500.0, -866.03)",H3,H5,5000,330
493,p494,93,"(-500.0, 4330.13)","(500.0, 2598.08)",H18,H19,1999,183
494,p495,93,"(500.0, 4330.13)","(2500.0, -866.03)",H18,H10,6000,367
495,p496,93,"(-1000.0, 0.0)","(-2000.0, -1732.05)",H5,H13,1999,207
496,p497,93,"(-1000.0, 3464.1)","(1000.0, 1732.05)",H18,H2,2999,248
497,p498,94,"(-4000.0, 1732.05)","(500.0, -2598.08)",H16,H4,7000,505
498,p499,94,"(2500.0, -866.03)","(2500.0, -2598.08)",H10,H11,1999,167
499,p500,94,"(4000.0, 1732.05)","(3000.0, 0.0)",H8,H9,1999,195
500,p501,94,"(1000.0, -3464.1)","(-3500.0, -866.03)",H12,H15,5999,328
501,p502,94,"(500.0, -4330.13)","(2500.0, 866.03)",H12,H8,6000,325
502,p503,94,"(-500.0, -2598.08)","(-2500.0, -866.03)",H13,H5,2999,249
503,p504,95,"(2500.0, 866.03)","(1000.0, 1732.05)",H9,H7,1999,174
504,p505,95,"(-1000.0, -3464.1)","(-2000.0, 0.0)",H12,H5,3999,301
505,p506,95,"(4000.0, 1732.05)","(500.0, 4330.13)",H8,H18,5000,317
506,p507,95,"(-2500.0, -866.03)","(3500.0, 866.03)",H5,H9,7000,368
507,p508,95,"(500.0, 2598.08)","(3500.0, -866.03)",H19,H9,5000,323
508,p509,95,"(-500.0, -2598.08)","(-3500.0, -866.03)",H13,H15,3999,275
509,p510,95,"(2000.0, 1732.05)","(-2500.0, -866.03)",H2,H5,6000,304
510,p511,96,"(-3500.0, -866.03)","(1500.0, -2598.08)",H14,H11,5999,420
511,p512,96,"(-2500.0, -866.03)","(1000.0, -1732.05)",H14,H4,3999,295
512,p513,96,"(2500.0, -866.03)","(-2500.0, 2598.08)",H9,H17,7000,462
513,p514,96,"(-500.0, -2598.08)","(-500.0, 2598.08)",H4,H17,6000,359
514,p515,97,"(-500.0, 4330.13)","(-1000.0, -0.0)",H18,H6,5000,340
515,p516,97,"(2500.0, -2598.08)","(2500.0, 866.03)",H11,H9,4000,310
516,p517,97,"(2500.0, -2598.08)","(-1000.0, -1732.05)",H11,H4,4000,279
517,p518,97,"(2500.0, 866.03)","(-500.0, -2598.08)",H9,H4,5000,310
518,p519,97,"(1000.0, 0.0)","(2500.0, 866.03)",H1,H9,2000,188
519,p520,97,"(3500.0, -866.03)","(500.0, 866.03)",H9,H2,4000,280
520,p521,97,"(-500.0, -866.03)","(2000.0, -1732.05)",H4,H3,2999,234
521,p522,98,"(-1500.0, 2598.08)","(3500.0, -866.03)",H17,H9,7000,451
522,p523,98,"(3000.0, 0.0)","(500.0, 4330.13)",H9,H18,5000,314
523,p524,98,"(0, 3464.1)","(1000.0, 1732.05)",H18,H19,1999,179
524,p525,98,"(-2500.0, -2598.08)","(-500.0, 2598.08)",H14,H7,6000,400
525,p526,98,"(2500.0, 866.03)","(0, 0)",H9,H1,3000,230
526,p527,98,"(4000.0, -1732.05)","(2500.0, 866.03)",H10,H2,3000,215
527,p528,98,"(3000.0, 1732.05)","(-2500.0, -866.03)",H8,H14,7000,367
528,p529,98,"(2000.0, -1732.05)","(-2000.0, -1732.05)",H11,H13,4000,269
529,p530,98,"(2500.0, -2598.08)","(-1500.0, -2598.08)",H11,H13,4000,271
530,p531,99,"(-500.0, -2598.08)","(2000.0, -1732.05)",H13,H11,3000,225
531,p532,99,"(-3000.0, -1732.05)","(-1000.0, -3464.1)",H14,H13,2999,227
532,p533,99,"(3500.0, -866.03)","(-1000.0, 0.0)",H9,H1,5000,348
533,p534,99,"(-4000.0, 1732.05)","(-500.0, -2598.08)",H16,H13,6000,380
534,p535,99,"(-2000.0, 3464.1)","(3500.0, 866.03)",H17,H8,6999,456
535,p536,100,"(-2000.0, 1732.05)","(3500.0, 866.03)",H17,H9,5999,380
536,p537,100,"(-1500.0, -866.03)","(2500.0, 2598.08)",H5,H8,6000,420
537,p538,100,"(-2500.0, -866.03)","(2000.0, -1732.05)",H15,H10,4999,286
538,p539,100,"(2000.0, 1732.05)","(500.0, -866.03)",H19,H4,3000,214
539,p540,101,"(-500.0, 2598.08)","(2500.0, 866.03)",H7,H8,3999,268
540,p541,101,"(-1000.0, 3464.1)","(3500.0, -866.03)",H17,H9,7000,508
541,p542,101,"(2000.0, -3464.1)","(2000.0, 1732.05)",H11,H19,5999,432
542,p543,101,"(3500.0, 866.03)","(-500.0, -866.03)",H8,H4,5000,278
543,p544,101,"(-1500.0, -2598.08)","(-1000.0, 3464.1)",H13,H17,7000,433
544,p545,101,"(0, 0)","(500.0, -2598.08)",H1,H12,3000,258
545,p546,102,"(3500.0, -2598.08)","(1000.0, 0.0)",H10,H3,4000,318
546,p547,102,"(-1000.0, -0.0)","(-500.0, -2598.08)",H6,H13,3000,268
547,p548,103,"(1000.0, -1732.05)","(1000.0, 3464.1)",H4,H18,5999,438
548,p549,103,"(2000.0, -3464.1)","(2000.0, 1732.05)",H11,H19,5999,330
549,p550,103,"(2000.0, 1732.05)","(-1000.0, 3464.1)",H2,H18,3999,269
550,p551,104,"(-500.0, -4330.13)","(2500.0, 866.03)",H12,H2,6000,370
551,p552,104,"(3500.0, 866.03)","(500.0, -866.03)",H9,H4,4000,344
552,p553,105,"(500.0, 866.03)","(-500.0, -2598.08)",H1,H4,4000,289
553,p554,105,"(-2000.0, 0.0)","(-1000.0, 3464.1)",H6,H17,3999,273
554,p555,105,"(-1000.0, 0.0)","(1500.0, 2598.08)",H5,H19,4000,338
555,p556,106,"(4000.0, 1732.05)","(2000.0, -0.0)",H8,H2,2999,244
556,p557,106,"(-2000.0, 1732.05)","(-1500.0, -2598.08)",H17,H13,5000,298
557,p558,106,"(2000.0, 3464.1)","(0, 1732.05)",H19,H7,2999,262
558,p559,106,"(-500.0, 866.03)","(2500.0, -866.03)",H6,H10,4000,260
559,p560,107,"(2000.0, -1732.05)","(-500.0, -866.03)",H3,H4,2999,217
560,p561,107,"(500.0, 866.03)","(-3500.0, -866.03)",H2,H15,5000,386
561,p562,107,"(500.0, -866.03)","(500.0, 2598.08)",H1,H19,4000,263
562,p563,108,"(0, 0)","(500.0, -2598.08)",H1,H11,3000,234
563,p564,108,"(-3500.0, -2598.08)","(-1000.0, -1732.05)",H14,H5,3000,256
564,p565,108,"(1500.0, -866.03)","(500.0, -2598.08)",H3,H11,1999,191
565,p566,108,"(-2500.0, -866.03)","(0, 0)",H14,H1,3000,258
566,p567,109,"(-2000.0, -3464.1)","(3500.0, -2598.08)",H13,H10,5999,440
567,p568,109,"(-3500.0, 866.03)","(1500.0, -866.03)",H15,H3,6000,317
568,p569,109,"(-500.0, 2598.08)","(0, -1732.05)",H18,H4,5000,274
569,p570,109,"(-500.0, -866.03)","(2500.0, 866.03)",H4,H8,4000,339
570,p571,110,"(2500.0, -2598.08)","(500.0, 2598.08)",H10,H18,6000,419
571,p572,110,"(2500.0, -866.03)","(-500.0, 866.03)",H9,H6,4000,249
572,p573,110,"(0, -3464.1)","(1500.0, -866.03)",H12,H3,2999,207
573,p574,110,"(3500.0, 866.03)","(500.0, 2598.08)",H8,H19,3999,240
574,p575,111,"(-1000.0, -0.0)","(-500.0, 2598.08)",H6,H18,3000,235
575,p576,111,"(500.0, 2598.08)","(-1000.0, -1732.05)",H7,H5,5000,294
576,p577,111,"(-2500.0, 866.03)","(-2500.0, -866.03)",H16,H14,2000,229
577,p578,111,"(-1000.0, 0.0)","(-1000.0, -1732.05)",H5,H4,1999,177
578,p579,111,"(3000.0, -1732.05)","(1500.0, -2598.08)",H10,H11,2000,213
579,p580,112,"(2500.0, 866.03)","(-1000.0, -1732.05)",H9,H13,5000,295
580,p581,112,"(-1500.0, -866.03)","(2500.0, -2598.08)",H5,H10,4999,334
581,p582,112,"(0, 3464.1)","(2000.0, 1732.05)",H18,H19,2999,261
582,p583,112,"(-1000.0, 3464.1)","(0, 0)",H17,H1,3999,323
583,p584,112,"(-2500.0, 866.03)","(1000.0, 1732.05)",H15,H7,3999,299
584,p585,112,"(2000.0, -1732.05)","(-3000.0, 0.0)",H10,H15,5999,335
585,p586,112,"(2500.0, 866.03)","(2000.0, -1732.05)",H2,H3,3000,231
586,p587,112,"(-3000.0, 1732.05)","(0, 1732.05)",H16,H7,3000,276
587,p588,113,"(-2000.0, 1732.05)","(500.0, -866.03)",H16,H4,4000,283
588,p589,113,"(500.0, 4330.13)","(-2000.0, 1732.05)",H18,H6,4000,307
589,p590,114,"(-2000.0, -1732.05)","(-2000.0, 1732.05)",H14,H16,3999,298
590,p591,114,"(-4000.0, 0.0)","(-1000.0, -3464.1)",H15,H12,4999,303
591,p592,114,"(500.0, 866.03)","(-500.0, -4330.13)",H1,H12,6000,301
592,p593,114,"(-1000.0, 3464.1)","(-1500.0, -866.03)",H18,H5,5000,327
593,p594,114,"(-2500.0, 866.03)","(1000.0, -1732.05)",H6,H3,5000,321
594,p595,115,"(-500.0, -4330.13)","(2500.0, -2598.08)",H12,H11,3999,290
595,p596,115,"(-2500.0, 2598.08)","(2000.0, 0.0)",H17,H9,6000,360
596,p597,115,"(-2500.0, -866.03)","(-2500.0, -2598.08)",H15,H14,1999,224
597,p598,115,"(1000.0, 3464.1)","(2500.0, 2598.08)",H19,H19,1999,177
598,p599,115,"(-500.0, 866.03)","(-2500.0, -866.03)",H7,H14,3000,227
599,p600,115,"(-500.0, -866.03)","(2000.0, -0.0)",H4,H2,3000,243
600,p601,115,"(-4000.0, -1732.05)","(0, 0)",H14,H1,4999,304
601,p602,115,"(-1000.0, 0.0)","(0, 3464.1)",H1,H18,3999,276
602,p603,116,"(-1000.0, -1732.05)","(-500.0, 2598.08)",H13,H18,5000,368
603,p604,116,"(-2000.0, 0.0)","(0, 1732.05)",H5,H7,2999,249
604,p605,116,"(-3000.0, 0.0)","(500.0, -866.03)",H15,H4,4000,322
605,p606,116,"(-500.0, -866.03)","(-500.0, 4330.13)",H1,H18,6000,440
606,p607,116,"(-3500.0, 866.03)","(-3500.0, -866.03)",H15,H15,2000,180
607,p608,116,"(2500.0, -2598.08)","(2500.0, 866.03)",H11,H8,4000,296
608,p609,117,"(3500.0, 2598.08)","(-2000.0, 3464.1)",H8,H17,5999,394
609,p610,117,"(-2000.0, 1732.05)","(-1000.0, -1732.05)",H17,H5,3999,271
610,p611,117,"(2000.0, -1732.05)","(-1000.0, 0.0)",H10,H5,3999,304
611,p612,117,"(1000.0, -3464.1)","(-500.0, -866.03)",H12,H1,2999,249
612,p613,118,"(-1000.0, -3464.1)","(-2000.0, 1732.05)",H12,H6,5999,384
613,p614,118,"(-2000.0, 0.0)","(1000.0, 1732.05)",H6,H19,3999,281
614,p615,118,"(-2500.0, -866.03)","(2000.0, 0.0)",H14,H3,5000,331
615,p616,118,"(2000.0, 3464.1)","(0, 0)",H19,H1,3999,319
616,p617,118,"(-500.0, 2598.08)","(-2500.0, 866.03)",H17,H16,2999,296
617,p618,118,"(2000.0, 3464.1)","(1000.0, -1732.05)",H19,H4,5999,366
618,p619,118,"(1000.0, 1732.05)","(-500.0, 2598.08)",H7,H17,2000,209
619,p620,118,"(-3000.0, 0.0)","(1500.0, -2598.08)",H15,H11,6000,367
620,p621,118,"(2500.0, -866.03)","(500.0, -4330.13)",H9,H12,3999,301
621,p622,118,"(500.0, 2598.08)","(1000.0, 0.0)",H18,H3,3000,239
622,p623,118,"(-2500.0, 866.03)","(-500.0, -2598.08)",H16,H13,4000,341
623,p624,119,"(-1500.0, 866.03)","(-2500.0, -866.03)",H6,H5,2000,213
624,p625,119,"(1500.0, -2598.08)","(1000.0, 1732.05)",H11,H19,5000,281
625,p626,119,"(2500.0, 866.03)","(500.0, -866.03)",H2,H3,3000,272
626,p627,119,"(-2000.0, -3464.1)","(-4000.0, -1732.05)",H13,H14,2999,245
