,parcel_id,t_a,pick_up,drop_off,h1,h2,shortest_distance,t_dl
312,p313,15,"(0, -1732.05)","(-1000.0, 0.0)",H4,H1,1999,113
313,p314,15,"(0, -3464.1)","(3500.0, -866.03)",H12,H9,4999,252
314,p315,15,"(0, -1732.05)","(2500.0, 2598.08)",H4,H19,5000,294
315,p316,15,"(2000.0, 1732.05)","(-500.0, 2598.08)",H19,H7,3000,152
316,p317,15,"(0, -3464.1)","(2500.0, -866.03)",H12,H10,3999,210
317,p318,16,"(-3500.0, -2598.08)","(2000.0, 1732.05)",H14,H19,8000,352
318,p319,16,"(3000.0, 1732.05)","(-3500.0, 866.03)",H8,H16,6999,415
319,p320,16,"(-4000.0, 0.0)","(3500.0, 866.03)",H15,H9,8000,376
320,p321,16,"(-500.0, -2598.08)","(-3500.0, -2598.08)",H12,H14,3000,165
321,p322,16,"(1000.0, -3464.1)","(3500.0, -866.03)",H11,H9,3999,208
322,p323,16,"(-3500.0, 866.03)","(2000.0, -0.0)",H16,H2,6000,311
323,p324,16,"(-2000.0, 0.0)","(2000.0, -1732.05)",H15,H11,4999,241
324,p325,16,"(-500.0, -866.03)","(-1000.0, -3464.1)",H1,H13,2999,153
325,p326,16,"(1000.0, 0.0)","(3000.0, -1732.05)",H3,H10,2999,171
326,p327,16,"(-4000.0, -1732.05)","(1500.0, -866.03)",H14,H3,5999,228
327,p328,16,"(3500.0, 2598.08)","(-500.0, 866.03)",H8,H6,4999,205
328,p329,16,"(1000.0, -1732.05)","(2500.0, -866.03)",H11,H3,1999,107
329,p330,16,"(-500.0, 866.03)","(-500.0, -866.03)",H1,H1,2000,103
330,p331,16,"(-3500.0, 2598.08)","(-500.0, -866.03)",H16,H4,5000,259
331,p332,16,"(1500.0, -2598.08)","(-2500.0, 2598.08)",H11,H16,7000,390
332,p333,16,"(-2000.0, 3464.1)","(-1500.0, 866.03)",H17,H6,2999,169
333,p334,16,"(2500.0, -2598.08)","(3500.0, -866.03)",H10,H9,1999,84
334,p335,16,"(2500.0, 2598.08)","(-3500.0, -2598.08)",H19,H14,9000,481
335,p336,17,"(500.0, -866.03)","(-2000.0, 0.0)",H4,H15,3000,150
336,p337,17,"(-1000.0, 1732.05)","(-1000.0, -0.0)",H17,H6,1999,114
337,p338,17,"(0, -1732.05)","(2000.0, 1732.05)",H4,H2,3999,163
338,p339,17,"(-2000.0, -1732.05)","(-500.0, 866.03)",H13,H1,3000,155
339,p340,17,"(-2000.0, -1732.05)","(-500.0, 2598.08)",H13,H7,5000,260
340,p341,17,"(-500.0, 866.03)","(-2000.0, -1732.05)",H6,H14,3000,134
341,p342,17,"(2000.0, 3464.1)","(500.0, -866.03)",H19,H3,5000,248
342,p343,17,"(-3500.0, 2598.08)","(1000.0, 3464.1)",H16,H19,4999,305
343,p344,17,"(1000.0, 3464.1)","(-500.0, -2598.08)",H18,H12,7000,366
344,p345,17,"(1000.0, -3464.1)","(-1000.0, -1732.05)",H11,H13,2999,134
345,p346,17,"(2000.0, -0.0)","(1000.0, -3464.1)",H2,H11,3999,192
346,p347,17,"(0, 3464.1)","(-3500.0, -866.03)",H18,H15,6000,201
347,p348,17,"(2000.0, 1732.05)","(-2500.0, -866.03)",H19,H15,6000,327
348,p349,18,"(0, 0)","(-2500.0, -866.03)",H1,H14,3000,180
349,p350,18,"(1000.0, -1732.05)","(-1000.0, -3464.1)",H11,H13,2999,142
350,p351,18,"(-2000.0, 1732.05)","(-2500.0, -866.03)",H6,H14,3000,167
351,p352,18,"(-1000.0, 3464.1)","(-2500.0, -2598.08)",H17,H13,7000,320
352,p353,18,"(2000.0, 1732.05)","(-2000.0, 1732.05)",H19,H6,4000,200
353,p354,18,"(-2000.0, 0.0)","(500.0, -866.03)",H15,H3,3000,110
354,p355,18,"(1000.0, -3464.1)","(500.0, 866.03)",H11,H2,5000,297
355,p356,18,"(2000.0, -3464.1)","(500.0, 2598.08)",H11,H7,7000,346
356,p357,18,"(2000.0, 1732.05)","(-500.0, -4330.13)",H8,H12,7000,278
357,p358,18,"(-500.0, 866.03)","(500.0, 2598.08)",H7,H18,1999,115
358,p359,18,"(-1000.0, -3464.1)","(2000.0, 0.0)",H13,H9,4999,246
359,p360,18,"(-500.0, 866.03)","(1000.0, 3464.1)",H7,H19,2999,151
360,p361,18,"(3500.0, 2598.08)","(2500.0, 866.03)",H8,H2,1999,105
361,p362,18,"(-2500.0, -866.03)","(3000.0, -1732.05)",H15,H10,5999,357
362,p363,18,"(-2500.0, -866.03)","(-3500.0, 866.03)",H5,H16,2000,132
363,p364,18,"(2000.0, 3464.1)","(-2500.0, -2598.08)",H19,H14,8000,388
364,p365,18,"(-3500.0, -866.03)","(3000.0, 1732.05)",H14,H8,8000,412
365,p366,18,"(-1000.0, 0.0)","(2000.0, -1732.05)",H5,H10,3999,206
366,p367,18,"(500.0, -866.03)","(-500.0, 866.03)",H4,H1,2000,111
367,p368,19,"(1500.0, 866.03)","(-2500.0, 866.03)",H2,H15,4000,175
368,p369,19,"(-1000.0, 0.0)","(-3500.0, 866.03)",H5,H16,3000,143
369,p370,19,"(2000.0, 3464.1)","(-4000.0, 0.0)",H19,H15,7999,412
370,p371,19,"(500.0, -4330.13)","(-500.0, 866.03)",H12,H6,6000,296
371,p372,19,"(-500.0, -2598.08)","(500.0, 866.03)",H12,H2,4000,208
372,p373,19,"(1000.0, 0.0)","(3000.0, -1732.05)",H1,H10,2999,163
373,p374,19,"(2500.0, -866.03)","(-2500.0, 866.03)",H3,H16,6000,314
374,p375,19,"(-2000.0, 0.0)","(-2000.0, -1732.05)",H15,H5,1999,123
375,p376,19,"(-500.0, 2598.08)","(500.0, -2598.08)",H17,H4,6000,354
376,p377,19,"(-500.0, -2598.08)","(3500.0, 2598.08)",H13,H8,7000,426
377,p378,19,"(2500.0, -2598.08)","(500.0, -866.03)",H11,H4,2999,161
378,p379,19,"(-3000.0, 0.0)","(1500.0, -2598.08)",H15,H11,6000,318
379,p380,19,"(2000.0, -3464.1)","(-500.0, -4330.13)",H11,H12,3000,192
380,p381,19,"(1000.0, 3464.1)","(-2500.0, 866.03)",H18,H16,4999,229
381,p382,19,"(1000.0, 0.0)","(3500.0, 866.03)",H2,H8,3000,176
382,p383,19,"(-1000.0, -1732.05)","(-2000.0, 1732.05)",H4,H6,3999,209
383,p384,19,"(3000.0, -1732.05)","(-2000.0, 3464.1)",H10,H17,7999,341
384,p385,19,"(-500.0, -866.03)","(-2500.0, 866.03)",H4,H6,3000,127
385,p386,19,"(-1000.0, 0.0)","(-4000.0, 0.0)",H5,H15,3000,153
386,p387,19,"(-3000.0, 1732.05)","(-4000.0, 0.0)",H16,H15,1999,112
387,p388,19,"(-2000.0, 0.0)","(2500.0, -866.03)",H5,H9,5000,283
388,p389,20,"(-2500.0, 866.03)","(-500.0, 2598.08)",H6,H18,2999,167
389,p390,20,"(1500.0, 2598.08)","(500.0, -2598.08)",H19,H4,6000,336
390,p391,20,"(-500.0, -4330.13)","(-3000.0, -1732.05)",H12,H14,4000,207
391,p392,20,"(500.0, 2598.08)","(2000.0, -3464.1)",H7,H11,7000,246
392,p393,20,"(-1000.0, -3464.1)","(1000.0, 3464.1)",H13,H18,7999,336
393,p394,20,"(2500.0, -866.03)","(2000.0, 1732.05)",H3,H19,3000,174
394,p395,20,"(-500.0, -4330.13)","(1000.0, -1732.05)",H12,H3,3000,162
395,p396,20,"(2000.0, 0.0)","(-1000.0, 1732.05)",H9,H6,3999,193
396,p397,20,"(500.0, -866.03)","(3500.0, 2598.08)",H4,H8,5000,191
397,p398,20,"(0, -1732.05)","(-2000.0, 1732.05)",H4,H17,3999,161
398,p399,20,"(0, 1732.05)","(2000.0, -1732.05)",H7,H11,3999,214
399,p400,20,"(2500.0, -2598.08)","(2500.0, -866.03)",H11,H10,1999,133
400,p401,20,"(500.0, -2598.08)","(-1500.0, -866.03)",H12,H5,2999,149
401,p402,20,"(-2500.0, -2598.08)","(4000.0, -1732.05)",H14,H10,7000,318
402,p403,20,"(-1500.0, 2598.08)","(3500.0, -2598.08)",H17,H10,8000,462
403,p404,20,"(-2000.0, -1732.05)","(1000.0, -1732.05)",H13,H4,3000,170
404,p405,20,"(-2500.0, -866.03)","(0, 0)",H14,H1,3000,134
405,p406,20,"(-2500.0, -866.03)","(2000.0, 1732.05)",H5,H2,6000,315
406,p407,20,"(-1000.0, 0.0)","(1000.0, -3464.1)",H1,H12,3999,145
407,p408,20,"(2500.0, -866.03)","(-3500.0, 866.03)",H3,H16,7000,272
408,p409,20,"(-2500.0, -2598.08)","(1500.0, -866.03)",H13,H3,4999,290
409,p410,21,"(-2000.0, 1732.05)","(1000.0, -1732.05)",H17,H4,4999,218
410,p411,21,"(1000.0, 3464.1)","(500.0, -866.03)",H19,H4,5000,285
411,p412,21,"(-3500.0, 2598.08)","(4000.0, -1732.05)",H16,H10,10000,447
412,p413,21,"(2500.0, 2598.08)","(-500.0, -2598.08)",H19,H13,6000,298
413,p414,21,"(1000.0, -3464.1)","(-3000.0, 1732.05)",H12,H16,6999,378
414,p415,21,"(1000.0, -1732.05)","(-3500.0, 866.03)",H4,H16,6000,215
415,p416,21,"(2000.0, -1732.05)","(-2500.0, 866.03)",H10,H6,6000,280
416,p417,21,"(-2000.0, 1732.05)","(2500.0, 2598.08)",H16,H8,5000,225
417,p418,21,"(500.0, 2598.08)","(500.0, -866.03)",H18,H3,4000,256
418,p419,21,"(500.0, 2598.08)","(2000.0, -1732.05)",H19,H11,5000,279
419,p420,21,"(3000.0, 0.0)","(-500.0, -866.03)",H9,H5,4000,182
420,p421,21,"(2000.0, 0.0)","(-2000.0, 1732.05)",H9,H16,4999,264
421,p422,21,"(2000.0, -3464.1)","(4000.0, -1732.05)",H11,H10,2999,165
422,p423,21,"(2000.0, 3464.1)","(-500.0, 4330.13)",H19,H18,3000,138
423,p424,21,"(-3500.0, -866.03)","(1000.0, -1732.05)",H15,H3,4999,321
424,p425,21,"(1500.0, 2598.08)","(-2000.0, 0.0)",H19,H5,5000,270
425,p426,21,"(-2500.0, -866.03)","(1000.0, 1732.05)",H5,H19,5000,255
426,p427,21,"(-4000.0, 1732.05)","(-500.0, -866.03)",H16,H4,5000,210
427,p428,21,"(-500.0, 866.03)","(2000.0, 1732.05)",H7,H8,2999,165
428,p429,22,"(2000.0, -3464.1)","(-1500.0, 2598.08)",H11,H17,7000,278
429,p430,22,"(1000.0, 0.0)","(-2500.0, -866.03)",H1,H14,4000,254
430,p431,22,"(4000.0, 0.0)","(1000.0, 1732.05)",H9,H19,3999,214
431,p432,22,"(1500.0, -866.03)","(500.0, -2598.08)",H3,H12,1999,89
432,p433,22,"(-500.0, -866.03)","(-2000.0, 0.0)",H1,H15,2000,111
433,p434,22,"(-4000.0, 0.0)","(-2500.0, -866.03)",H15,H14,2000,96
434,p435,22,"(2500.0, -866.03)","(500.0, -2598.08)",H3,H4,2999,157
435,p436,22,"(2000.0, -3464.1)","(2000.0, 1732.05)",H11,H8,5999,303
436,p437,22,"(2500.0, 866.03)","(-1000.0, 0.0)",H8,H1,4000,202
437,p438,22,"(-4000.0, 0.0)","(-2000.0, -1732.05)",H15,H5,2999,182
438,p439,22,"(-3000.0, 1732.05)","(-2000.0, 0.0)",H16,H6,1999,126
439,p440,22,"(-2000.0, -3464.1)","(-2000.0, -1732.05)",H13,H13,1999,107
440,p441,22,"(-2000.0, 1732.05)","(-3500.0, -866.03)",H16,H14,3000,193
441,p442,22,"(4000.0, 0.0)","(500.0, -2598.08)",H9,H4,5000,256
442,p443,22,"(-3500.0, 866.03)","(-1500.0, 2598.08)",H16,H17,2999,125
443,p444,22,"(-500.0, -2598.08)","(-1000.0, 0.0)",H4,H1,3000,121
444,p445,22,"(-2000.0, -3464.1)","(-500.0, -4330.13)",H13,H12,2000,119
445,p446,22,"(-500.0, -866.03)","(-1000.0, 1732.05)",H5,H6,3000,165
446,p447,22,"(-1000.0, 1732.05)","(1500.0, 2598.08)",H6,H19,3000,147
447,p448,22,"(-3500.0, -2598.08)","(2000.0, 3464.1)",H14,H19,9000,427
448,p449,22,"(-2000.0, 0.0)","(500.0, -2598.08)",H6,H11,4000,169
449,p450,22,"(-1000.0, 3464.1)","(500.0, 2598.08)",H17,H19,1999,120
450,p451,22,"(500.0, -866.03)","(2500.0, -866.03)",H1,H10,2000,88
451,p452,23,"(-2000.0, 0.0)","(-2000.0, -1732.05)",H15,H13,1999,135
452,p453,23,"(-2500.0, -866.03)","(1500.0, 2598.08)",H14,H19,6000,329
453,p454,23,"(2000.0, 1732.05)","(-2500.0, 866.03)",H19,H15,4999,260
454,p455,23,"(-1000.0, -1732.05)","(500.0, -4330.13)",H13,H12,3000,129
455,p456,23,"(-2000.0, 1732.05)","(4000.0, 1732.05)",H6,H8,6000,228
456,p457,23,"(1000.0, 1732.05)","(-2000.0, -3464.1)",H7,H13,5999,271
457,p458,23,"(2000.0, 0.0)","(-3500.0, -866.03)",H3,H15,6000,271
458,p459,23,"(-2000.0, 1732.05)","(1000.0, 1732.05)",H16,H7,3000,196
459,p460,23,"(-1000.0, -1732.05)","(500.0, 2598.08)",H4,H18,5000,266
460,p461,23,"(0, 1732.05)","(4000.0, 1732.05)",H7,H8,4000,215
461,p462,23,"(500.0, 866.03)","(500.0, 4330.13)",H2,H18,3999,208
462,p463,23,"(2000.0, 1732.05)","(1000.0, -1732.05)",H2,H11,3999,215
463,p464,23,"(-2500.0, 2598.08)","(500.0, 866.03)",H17,H2,3999,167
464,p465,23,"(-2500.0, -2598.08)","(-1500.0, 2598.08)",H14,H17,6000,254
465,p466,23,"(4000.0, 0.0)","(1500.0, -866.03)",H9,H3,3000,182
466,p467,23,"(-500.0, -866.03)","(-2500.0, 2598.08)",H5,H17,4000,218
467,p468,23,"(1000.0, 0.0)","(500.0, 2598.08)",H2,H18,3000,191
468,p469,23,"(2500.0, -2598.08)","(2500.0, 2598.08)",H11,H8,6000,254
469,p470,23,"(-3500.0, 2598.08)","(500.0, -2598.08)",H16,H12,7000,376
470,p471,23,"(500.0, -866.03)","(-1000.0, -3464.1)",H1,H12,2999,194
471,p472,23,"(2000.0, 0.0)","(2000.0, 1732.05)",H9,H19,1999,133
472,p473,23,"(-4000.0, 0.0)","(-2000.0, -3464.1)",H15,H13,3999,213
473,p474,23,"(3000.0, 1732.05)","(-500.0, 2598.08)",H8,H18,4000,155
474,p475,24,"(3500.0, -866.03)","(500.0, -4330.13)",H9,H12,4999,251
475,p476,24,"(-500.0, -4330.13)","(1000.0, 0.0)",H12,H2,5000,222
476,p477,24,"(500.0, 4330.13)","(-500.0, -4330.13)",H18,H12,10000,534
477,p478,24,"(-500.0, 866.03)","(4000.0, -1732.05)",H6,H10,6000,351
478,p479,24,"(500.0, -866.03)","(500.0, 2598.08)",H3,H18,4000,235
479,p480,24,"(-3000.0, 1732.05)","(500.0, -2598.08)",H16,H11,6000,276
480,p481,24,"(4000.0, 1732.05)","(500.0, -2598.08)",H8,H11,6000,243
481,p482,24,"(-2000.0, -1732.05)","(3500.0, 2598.08)",H14,H8,8000,504
482,p483,24,"(500.0, 2598.08)","(-2000.0, 0.0)",H7,H5,4000,211
483,p484,24,"(-1500.0, 866.03)","(-1000.0, -1732.05)",H6,H13,3000,135
484,p485,24,"(500.0, 866.03)","(-3000.0, -1732.05)",H1,H14,5000,261
485,p486,24,"(1000.0, 0.0)","(-2500.0, -866.03)",H2,H5,4000,225
486,p487,24,"(1000.0, 1732.05)","(-1000.0, -3464.1)",H7,H13,5999,312
487,p488,24,"(0, 0)","(-1000.0, -3464.1)",H1,H13,3999,185
488,p489,24,"(3500.0, 2598.08)","(500.0, -866.03)",H8,H4,5000,306
489,p490,24,"(-2500.0, -2598.08)","(500.0, -866.03)",H13,H4,3999,226
490,p491,24,"(-2500.0, -2598.08)","(1000.0, 0.0)",H14,H3,5000,213
491,p492,24,"(500.0, 4330.13)","(500.0, -866.03)",H18,H4,6000,305
492,p493,24,"(-500.0, 866.03)","(2000.0, 1732.05)",H1,H19,2999,177
493,p494,24,"(-2500.0, 2598.08)","(-2000.0, -1732.05)",H16,H5,5000,231
494,p495,24,"(500.0, -866.03)","(-2000.0, 1732.05)",H3,H17,4000,228
495,p496,24,"(0, -3464.1)","(-2000.0, 0.0)",H12,H15,3999,154
496,p497,24,"(2500.0, -2598.08)","(-2000.0, 1732.05)",H10,H6,7000,297
497,p498,25,"(-500.0, 866.03)","(-500.0, 4330.13)",H6,H18,3999,262
498,p499,25,"(500.0, -2598.08)","(500.0, -866.03)",H4,H3,1999,137
499,p500,25,"(-1000.0, 1732.05)","(1000.0, -3464.1)",H17,H11,5999,259
500,p501,25,"(1500.0, 866.03)","(-1000.0, 3464.1)",H2,H17,3999,209
501,p502,25,"(-2000.0, -1732.05)","(-2000.0, 0.0)",H5,H6,1999,94
502,p503,25,"(1500.0, -2598.08)","(1500.0, -866.03)",H11,H3,1999,134
503,p504,25,"(-2000.0, 1732.05)","(500.0, 2598.08)",H17,H7,3000,200
504,p505,25,"(0, 1732.05)","(500.0, -2598.08)",H7,H11,5000,268
505,p506,25,"(-1500.0, 2598.08)","(-1500.0, -2598.08)",H17,H13,6000,299
506,p507,25,"(-1000.0, 1732.05)","(-1000.0, 0.0)",H6,H5,1999,140
507,p508,25,"(-500.0, -866.03)","(1000.0, -1732.05)",H5,H4,1999,130
508,p509,25,"(-2000.0, -1732.05)","(-1000.0, 1732.05)",H5,H6,3999,220
509,p510,25,"(2000.0, 1732.05)","(0, -3464.1)",H8,H12,5999,288
510,p511,25,"(1000.0, 1732.05)","(4000.0, 1732.05)",H7,H8,3000,164
511,p512,26,"(2000.0, 1732.05)","(4000.0, 1732.05)",H2,H8,2000,131
512,p513,26,"(-500.0, -2598.08)","(3500.0, 866.03)",H13,H8,6000,209
513,p514,26,"(500.0, 2598.08)","(500.0, -4330.13)",H19,H12,8000,405
514,p515,26,"(-500.0, 4330.13)","(-2500.0, -866.03)",H18,H14,6000,321
515,p516,26,"(-1000.0, 3464.1)","(3500.0, -2598.08)",H17,H10,8000,395
516,p517,26,"(1000.0, -1732.05)","(2500.0, -866.03)",H11,H10,1999,126
517,p518,26,"(-1000.0, 1732.05)","(2000.0, 0.0)",H7,H3,3999,198
518,p519,26,"(3500.0, -2598.08)","(1500.0, 866.03)",H10,H2,4000,230
519,p520,26,"(-3500.0, -866.03)","(-2000.0, -1732.05)",H15,H13,1999,122
520,p521,26,"(-2000.0, -3464.1)","(0, 3464.1)",H13,H18,7999,491
521,p522,26,"(2500.0, -866.03)","(1000.0, -1732.05)",H3,H11,1999,101
522,p523,26,"(1500.0, -866.03)","(-2500.0, -866.03)",H3,H5,4000,192
523,p524,26,"(-1500.0, -2598.08)","(0, 1732.05)",H13,H7,5000,305
524,p525,26,"(-4000.0, 1732.05)","(2000.0, 0.0)",H16,H3,6999,333
525,p526,26,"(-2000.0, -3464.1)","(-3500.0, 2598.08)",H13,H16,7000,262
526,p527,26,"(2500.0, 2598.08)","(3500.0, -866.03)",H19,H9,4000,197
527,p528,26,"(2500.0, -866.03)","(4000.0, -1732.05)",H3,H10,1999,123
528,p529,26,"(-2500.0, -866.03)","(2000.0, 1732.05)",H5,H19,6000,275
529,p530,26,"(-3000.0, 0.0)","(500.0, 2598.08)",H15,H7,5000,221
530,p531,26,"(2500.0, -866.03)","(-3500.0, -866.03)",H10,H15,6000,221
531,p532,27,"(-1000.0, 3464.1)","(-500.0, 866.03)",H17,H7,2999,167
532,p533,27,"(500.0, 4330.13)","(3000.0, -1732.05)",H18,H10,7000,270
533,p534,27,"(500.0, -866.03)","(2000.0, 3464.1)",H4,H19,5000,246
534,p535,27,"(-3500.0, 2598.08)","(2500.0, 866.03)",H16,H8,6999,299
535,p536,27,"(500.0, -2598.08)","(2500.0, -866.03)",H4,H10,2999,131
536,p537,27,"(-3000.0, -1732.05)","(0, -3464.1)",H14,H12,3999,207
537,p538,27,"(3000.0, 1732.05)","(4000.0, 0.0)",H8,H9,1999,103
538,p539,27,"(-3500.0, 866.03)","(500.0, 866.03)",H15,H2,4000,185
539,p540,27,"(-1000.0, -3464.1)","(1000.0, 0.0)",H12,H3,3999,199
540,p541,27,"(500.0, -4330.13)","(-4000.0, 0.0)",H12,H15,7000,279
541,p542,27,"(-1000.0, -1732.05)","(-2000.0, 3464.1)",H13,H17,5999,264
542,p543,27,"(-500.0, -866.03)","(-2500.0, 866.03)",H5,H6,3000,140
543,p544,27,"(-1000.0, -1732.05)","(3500.0, 866.03)",H5,H9,6000,290
544,p545,27,"(-2000.0, -1732.05)","(-1000.0, 0.0)",H5,H5,1999,122
545,p546,27,"(1500.0, -866.03)","(0, -3464.1)",H3,H12,2999,160
546,p547,27,"(500.0, -4330.13)","(1000.0, 1732.05)",H12,H7,7000,304
547,p548,27,"(-500.0, 2598.08)","(-1000.0, -1732.05)",H7,H4,5000,225
548,p549,27,"(500.0, -866.03)","(3500.0, -866.03)",H1,H10,3000,151
549,p550,27,"(-2500.0, 866.03)","(-500.0, -2598.08)",H6,H12,4000,152
550,p551,27,"(3500.0, -2598.08)","(2000.0, 1732.05)",H10,H2,5000,237
551,p552,27,"(-500.0, -2598.08)","(-4000.0, 1732.05)",H4,H16,6000,261
552,p553,27,"(1000.0, 3464.1)","(-2500.0, -866.03)",H18,H15,6000,301
553,p554,27,"(1500.0, -2598.08)","(-500.0, 866.03)",H11,H1,4000,234
554,p555,28,"(-2000.0, 1732.05)","(4000.0, 0.0)",H17,H9,6999,368
555,p556,28,"(-2000.0, -3464.1)","(-3500.0, 2598.08)",H13,H16,7000,338
556,p557,28,"(-1000.0, 3464.1)","(3500.0, -2598.08)",H18,H10,8000,268
557,p558,28,"(-500.0, -866.03)","(-1500.0, 866.03)",H4,H6,2000,103
558,p559,28,"(-4000.0, -1732.05)","(500.0, 866.03)",H14,H2,6000,348
559,p560,28,"(500.0, -866.03)","(500.0, -2598.08)",H1,H12,1999,131
560,p561,28,"(-1500.0, 866.03)","(3500.0, 866.03)",H6,H8,5000,253
561,p562,28,"(-1500.0, -866.03)","(2500.0, 866.03)",H5,H9,5000,271
562,p563,28,"(500.0, 866.03)","(-2500.0, -866.03)",H1,H5,4000,203
563,p564,28,"(-4000.0, 0.0)","(-2500.0, 2598.08)",H15,H17,3000,138
564,p565,28,"(-4000.0, -1732.05)","(500.0, -866.03)",H14,H4,4999,319
565,p566,28,"(0, 1732.05)","(500.0, -2598.08)",H7,H4,5000,316
566,p567,28,"(500.0, -2598.08)","(-3000.0, -1732.05)",H11,H14,4000,244
567,p568,28,"(-1000.0, 3464.1)","(500.0, 866.03)",H18,H2,2999,167
568,p569,29,"(500.0, -2598.08)","(-2500.0, 2598.08)",H11,H17,6000,385
569,p570,29,"(-2500.0, 866.03)","(2000.0, -1732.05)",H6,H10,6000,299
570,p571,29,"(3000.0, 0.0)","(-3500.0, 2598.08)",H9,H16,8000,432
571,p572,29,"(1500.0, -866.03)","(500.0, 2598.08)",H3,H18,4000,182
572,p573,29,"(0, 0)","(2000.0, 1732.05)",H1,H2,2999,158
573,p574,29,"(1000.0, 0.0)","(-1500.0, -866.03)",H3,H5,3000,146
574,p575,29,"(1500.0, -866.03)","(-500.0, 2598.08)",H3,H17,4000,250
575,p576,29,"(500.0, 4330.13)","(-2000.0, -3464.1)",H18,H13,9000,520
576,p577,29,"(-2500.0, -866.03)","(-2500.0, 2598.08)",H5,H17,4000,204
577,p578,29,"(-2500.0, 866.03)","(500.0, -866.03)",H16,H1,4000,223
578,p579,29,"(2000.0, 1732.05)","(-500.0, -2598.08)",H8,H13,5000,299
579,p580,29,"(2000.0, 0.0)","(-500.0, -866.03)",H3,H4,3000,202
580,p581,29,"(1500.0, -2598.08)","(-1000.0, 3464.1)",H11,H18,7000,382
581,p582,29,"(-3000.0, 0.0)","(-1000.0, 1732.05)",H15,H6,2999,162
582,p583,29,"(-1000.0, -3464.1)","(2000.0, 0.0)",H13,H3,4999,242
583,p584,29,"(-2000.0, -1732.05)","(-500.0, -866.03)",H14,H4,1999,117
584,p585,29,"(-2000.0, 0.0)","(-500.0, -2598.08)",H15,H4,3000,172
585,p586,29,"(-3500.0, -2598.08)","(3500.0, 2598.08)",H14,H8,10000,515
586,p587,29,"(-1000.0, 0.0)","(-1500.0, -2598.08)",H1,H13,3000,188
587,p588,30,"(2000.0, -0.0)","(-2500.0, -866.03)",H2,H15,5000,288
588,p589,30,"(2000.0, 1732.05)","(1000.0, 3464.1)",H8,H19,1999,117
589,p590,30,"(3500.0, -866.03)","(500.0, -866.03)",H10,H3,3000,190
590,p591,30,"(-500.0, 2598.08)","(500.0, -2598.08)",H7,H4,6000,361
591,p592,30,"(2500.0, 866.03)","(2500.0, -866.03)",H8,H10,2000,108
592,p593,30,"(3500.0, -866.03)","(-3500.0, -866.03)",H9,H14,7000,403
593,p594,30,"(2000.0, -0.0)","(-1500.0, -866.03)",H2,H5,4000,202
594,p595,30,"(-2000.0, 1732.05)","(0, -1732.05)",H6,H4,3999,234
595,p596,30,"(-1500.0, -2598.08)","(-2000.0, 0.0)",H13,H15,3000,152
596,p597,30,"(-500.0, 4330.13)","(3500.0, 866.03)",H18,H9,5999,267
597,p598,30,"(1000.0, 1732.05)","(3000.0, -1732.05)",H19,H10,3999,255
598,p599,30,"(2500.0, -2598.08)","(500.0, 2598.08)",H10,H7,6000,303
599,p600,30,"(1000.0, -1732.05)","(1000.0, 0.0)",H3,H1,1999,126
600,p601,30,"(2000.0, -1732.05)","(2500.0, 2598.08)",H3,H19,5000,237
601,p602,30,"(2500.0, -2598.08)","(-500.0, -2598.08)",H10,H12,3000,167
602,p603,30,"(2000.0, 3464.1)","(-500.0, -866.03)",H19,H5,5000,207
603,p604,30,"(-500.0, -866.03)","(-3500.0, -866.03)",H5,H14,3000,138
604,p605,30,"(3500.0, -866.03)","(1500.0, 866.03)",H10,H2,3000,190
605,p606,30,"(1000.0, -1732.05)","(-500.0, 2598.08)",H3,H17,5000,198
606,p607,31,"(-500.0, 2598.08)","(2000.0, 0.0)",H7,H9,4000,194
607,p608,31,"(-2000.0, -1732.05)","(3000.0, 1732.05)",H5,H8,6999,413
608,p609,31,"(1000.0, 3464.1)","(-500.0, 2598.08)",H19,H17,1999,130
609,p610,31,"(0, 0)","(500.0, -2598.08)",H1,H12,3000,180
610,p611,31,"(-500.0, -866.03)","(-2000.0, 0.0)",H5,H6,2000,134
611,p612,31,"(-1000.0, 1732.05)","(-2500.0, 2598.08)",H6,H17,2000,129
612,p613,31,"(1000.0, 3464.1)","(-500.0, 2598.08)",H18,H18,1999,130
613,p614,31,"(2000.0, -3464.1)","(-1500.0, -866.03)",H11,H5,4999,280
614,p615,31,"(-1000.0, 3464.1)","(2000.0, 1732.05)",H18,H19,3999,197
615,p616,31,"(3500.0, 866.03)","(-500.0, 4330.13)",H9,H18,5999,315
616,p617,31,"(500.0, -2598.08)","(-500.0, -866.03)",H4,H1,1999,147
617,p618,31,"(-2500.0, 866.03)","(-1000.0, 1732.05)",H16,H6,1999,115
618,p619,31,"(3500.0, -866.03)","(-500.0, -866.03)",H9,H1,4000,209
619,p620,31,"(500.0, 866.03)","(-2000.0, 3464.1)",H2,H17,3999,197
620,p621,31,"(4000.0, -1732.05)","(-500.0, 2598.08)",H10,H7,7000,376
621,p622,31,"(-500.0, -866.03)","(-2500.0, -866.03)",H4,H14,2000,128
622,p623,31,"(3500.0, -866.03)","(-2500.0, 866.03)",H10,H15,7000,279
623,p624,31,"(-2500.0, -2598.08)","(2500.0, -2598.08)",H14,H11,5000,247
624,p625,31,"(500.0, 866.03)","(1000.0, 3464.1)",H2,H19,2999,143
625,p626,31,"(2500.0, -866.03)","(500.0, 2598.08)",H10,H19,4000,216
